openalex_id,doi,title,year,journal,source_type,work_type,cited_by_count,is_oa,abstract
https://openalex.org/W2760670879,10.2458/v24i1.20888,Making degrowth locally meaningful: the case of the Faroese grindadráp,2017,Journal of Political Ecology,journal,article,18,TRUE,"While the doxa of growth continues to dominate mainstream understandings of what constitutes a healthy economy, the concept and agenda of degrowth beg for theorization about how culture and power render some economic strategies more viable and meaningful than others. In this article we discuss the highly contested practice of Faroese pilot whaling, grindadráp. Through autoethnographic methods we identify and analyze forces challenging this deep-rooted practice, both within and outside Faroese society. Faroese resistance to abandon the practice, expressed in local pro-whaling narratives suggest that, in the struggle to legitimize the grindadráp as a sustainable and eco-friendly practice, Faroese people are simultaneously deconstructing central tenets of the global food system, and comparing grindadráp favorably with the injustices and cruelties of industrial food procurement. In this sense, we argue that the grindadráp not only constitutes a locally meaningful alternative to growth-dominated economic practices, but may also, in this capacity, inspire Faroese people to reduce engagement with economic activities that negatively impact the environment and perpetuate social and environmental injustices in the world."
https://openalex.org/W2761317243,10.1080/09505431.2017.1377389,Techno-economic Assumptions,2017,Science as Culture,journal,article,80,TRUE,"Contemporary capitalism is increasingly technoscientific. Examples of this include the growing role of techno-economic expertise in decision-making, such as economists specializing in research and ..."
https://openalex.org/W2761509420,,Smartphone-based systems for mobile infectious disease detection and epidemiology,2017,IDEALS (University of Illinois Urbana-Champaign),repository,article,0,TRUE,"Infectious diseases remain a serious public health challenge worldwide and are the leading cause of death in many developing countries. The rapid detection of pathogens is vital for the control and prevention of the infectious diseases. New tools are needed to enable rapid detection, identification, and reporting of infectious viral and microbial pathogens in a wide variety of point-of-care applications that impact human and animal health. With the rapid development of mobile technologies, mobile devices have provided a novel and effective approach to identify and report infectious diseases. &#13;\nIn this work, two types of smartphone-based detection platforms are developed for mobile infectious disease detection. The first one is for the detection of human immunodeficiency virus. The second one is for the multiplexed detection of nucleic acids of pathogens for equine respiratory infections. Both platforms utilize a smartphone camera as the sensor in conjunction with a handheld cradle that interfaces the phone with a microchip for the on-chip nucleic acid testing of infectious diseases. &#13;\nThis work provides a mobile, simple and inexpensive capability for clinicians to perform infectious disease diagnostics, and it represents a significant stride towards a practical solution to the infectious disease diagnostics at resource-limited settings."
https://openalex.org/W2761775458,10.1007/s11187-017-9935-x,Green entrepreneurship in the sharing economy: utilising multiplicity of institutional logics,2017,Small Business Economics,journal,article,113,TRUE,"The green potential of the sharing economy to exploit underutilised or redundant resources has generated a considerable interest and expectations on the part of government institutions, investors and consumers. Alongside the emerging green logic, more established economic and social logics appear to be critical for growth of sharing platforms. Applying an institutional logics approach, this paper investigates how entrepreneurial teams in the sharing economy deal with this complexity of expectations of various constituents and institutions. Based on 30 semi-structured interviews with founders and executives of UK sharing platforms, we examine the strategies used by entrepreneurial teams to utilise and combine the green logic with other institutional logics present. The results demonstrate that sharing platforms are able to grow via utilising the green logic together with the economic and social logics in a flexible manner, applying complexity reducing and complexity absorbing strategies as well as temporal adjustments in the use of logics."
https://openalex.org/W2762788878,10.1111/1467-8322.12382,The green economy as a sustainable alternative?,2017,Anthropology Today,journal,article,23,TRUE,"This article explores the green economy as a sustainable alternative to austerity in Greece. The author argues that the movement towards the green economy has been hijacked by multinational corporations taking advantage of an austerity‐era policy that encourages a repetition of the neoliberal model of privatization, short‐term accumulation, rentier agreements and resource extraction. This is contrary to views that cast ‘crisis’ as an incubator of economic strategies that may feed green ecological transformations of the economy leading, ultimately, to sustainable growth. Current configurations of advanced capitalist power enable and promote injurious ‘green grabbing’, in part by leveraging the fantasy of a green economy as a solution to the fiscal crisis. As an alternative to austerity, the green economy requires further uncoupling from neoliberal business opportunism to allow natural capital to be harnessed as an economic asset for a sustainable long‐term public good."
https://openalex.org/W2763296742,10.1057/s41292-017-0072-1,"Blood, meat, and upscaling tissue engineering: Promises, anticipated markets, and performativity in the biomedical and agri-food sectors",2018,BioSocieties,journal,article,50,TRUE,
https://openalex.org/W2763307013,10.3167/nc.2017.120304,Ideology Critique for the Environmental Social Sciences: What Reproduces the Treadmill of Production?,2017,Nature and Culture,journal,article,20,FALSE,"Environmental social scientists should analyze ideologies that reproduce ecologically unsustainable societies through the method of ideology critique. Ideology refers to ideas and practices that conceal contradictions through the legitimation and/or reification of the social order. Ideology critique is a method that allows the researcher to unmask systemic contradictions concealed by ideology. While the primary purpose of this project is to revisit and revise conceptual and methodological tools for the environmental social sciences, I provide examples of ideologies that may aid in the reproduction of the “treadmill of production” or the expansionistic production cycle that accelerates resource use and pollution."
https://openalex.org/W2763556726,10.3399/bjgp17x693137,Experiences with online consultation systems in primary care: case study of one early adopter site,2017,British Journal of General Practice,journal,article,49,TRUE,"Tele-Doc offers a new kind of consultation that is still being worked out in practice. It may offer convenience for patients with discrete, single problems, and a welcome variation to GPs' workload. Tele-Doc's potential for addressing more complex problems and achieving efficiency is less clear, and its adoption may involve unforeseeable consequences."
https://openalex.org/W2765096669,10.1080/23251042.2017.1393863,"Key Topics in environmental sociology, 1990–2014: results from a computational text analysis",2017,Environmental Sociology,journal,article,90,FALSE,"Environmental sociology is a growing field producing a diverse body of literature while also moving into the mainstream of the larger discipline. The twin goals of this paper are to introduce environmental sociologists to innovations in content analysis, specifically a form of text-mining known as topic modeling, and then employing it to identify key themes and trends within our diverse field. We apply the topic modeling approach to a corpus of research articles within environmental sociology, identifying 25 central topics within the field and examining their prevalence over time, co-occurrence, impact (judged by citations), and prestige (judged by journal rankings). Our results indicate which topics are most prevalent, tend to occur together, and how both vary over time. They also indicate that the highest impact topics are not the most prevalent, the most prestigious topics are not the most prevalent, and topics can be prestigious without exerting much impact. We conclude with a discussion of the capabilities computational text analysis methods offer environmental sociologists."
https://openalex.org/W2765238356,,Ecolabelling. Criteria development for rechargeable batteries in ICT products,2017,Lund University Publications Student Papers (Lund University),repository,article,0,TRUE,"This research puts together two massive areas: voluntary certification programmes, specifically Type I ecolabelling (ISO 14024), aimed to incentivise and assist in providing customers with sustainable in all meanings products; and rechargeable batteries – inalienable element of portable electronic products. Moreover, the importance of batteries lifts up to an absolutely new level – with a rapid development of electric vehicles and energy storage systems, often used to accumulate energy from renewable energy sources. Mass application of rechargeable batteries in consumer electronic products, first of all, increases the number of batteries on the market, and, thus, the battery waste stream. Secondly, this encourages producers to search for new chemical compounds for the creation of batteries with the increased energy density and faster recharge time. Upcoming revision of the Battery Directive; application of new chemical compounds in cathodes production; potential risks associated with supply of such resources as cobalt and lithium; increased waste battery stream; the End-of-Life management; reaching higher rates for collection, sorting, and recycling of waste batteries; arising social conflicts around certain materials; product redesign and the necessity to be in compliance with the waste management hierarchy. All the listed aspects and challenges create a predisposition for Type I ecolabelling – to face these challenges and, thereby, to reconsider existing requirements to rechargeable batteries, initiating positive changes. This research aims to define new potential aspects and to improve existing criteria for rechargeable batteries in portable ICT products – to meet arising environmental and social challenges, related to all life cycle stages of rechargeable batteries. To achieve this, the author conducted a research, observing background on battery technologies and the battery market; current requirements of Type I ecolabelling programmes to both – ICT products equipped with rechargeable batteries, and rechargeable batteries themselves. Numerous stakeholders, from electronics producers, waste battery collectors, and recyclers – to battery specialists and certification programmes, contributed with their view on rechargeable batteries. The outcome of the research is the list of potential aspects of rechargeable batteries to be considered by Type I ecolabelling programmes for further implementation in the standards for mobile phones; tablets, laptops and notebook computers."
https://openalex.org/W2765452421,10.1111/1468-2427.12545,Fast Parallels? Contesting Mobile Policy Technologies,2017,International Journal of Urban and Regional Research,journal,article,11,TRUE,"Abstract This article extends recent examinations of incomplete or disrupted policy mobility by examining the politically volatile case of policies to manage the regional impacts of decarbonization in Australia. The article's extended case study shows how political interests differently incorporated figments of circulating policy into longstanding debates and how more‐than‐local political networks defeated an antipolitical, technocratic exercise in ‘new regional’ governance. ‘Follow the policy’ methods could not have revealed the complexities of this case. The article concludes that mobilities approaches need to be more attentive to institutional arrangements, to the contested politics of policy formation and to the ambiguities of perceived policy likenesses. This case highlights the importance of considering how antipolitical institutional architectures facilitating policy mobility relate to established political power networks."
https://openalex.org/W2765740226,10.1371/journal.pone.0186049,Values in environmental research: Citizens’ views of scientists who acknowledge values,2017,PLoS ONE,journal,article,43,TRUE,"Scientists who perform environmental research on policy-relevant topics face challenges when communicating about how values may have influenced their research. This study examines how citizens view scientists who publicly acknowledge values. Specifically, we investigate whether it matters: if citizens share or oppose a scientist's values, if a scientist's conclusions seem contrary to or consistent with the scientist's values, and if a scientist is assessing the state of the science or making a policy recommendation. We conducted two 3x2 factorial design online experiments. Experiment 1 featured a hypothetical scientist assessing the state of the science on the public-health effects of exposure to Bisphenol A (BPA), and Experiment 2 featured a scientist making a policy recommendation on use of BPA. We manipulated whether or not the scientist expressed values and whether the scientist's conclusion appeared contrary to or consistent with the scientist's values, and we accounted for whether or not subjects' values aligned with the scientist's values. We analyzed our data with ordinary least squares (OLS) regression techniques. Our results provide at least preliminary evidence that acknowledging values may reduce the perceived credibility of scientists within the general public, but this effect differs depending on whether scientists and citizens share values, whether scientists draw conclusions that run contrary to their values, and whether scientists make policy recommendations."
https://openalex.org/W2765835428,10.1177/0162243917736138,Societal Sentience,2017,Science Technology & Human Values,journal,article,47,TRUE,"The use of nonhuman animals as models in research and drug testing is a key route through which contemporary scientific knowledge is certified. Given ethical concerns, regulation of animal research promotes the use of less ""sentient"" animals. This paper draws on a documentary analysis of legal documents and qualitative interviews with Named Veterinary Surgeons and others at a commercial laboratory in the UK. Its key claim is that the concept of animal sentience is entangled with a particular imaginary of how the general public or wider society views animals. We call this imaginary <i>societal sentience</i>. Against a backdrop of increasing ethnographic work on care encounters in the laboratory, this concept helps to stress the wider context within which such encounters take place. We conclude that societal sentience has potential purchase beyond the animal research field, in helping to highlight the affective dimension of public imaginaries and their ethical consequences. Researching and critiquing societal sentience, we argue, may ultimately have more impact on the fate of humans and nonhumans in the laboratory than focusing wholly on ethics as situated practice."
https://openalex.org/W2766206584,10.1177/2378023117739217,Why Petroleum Did Not Save the Whales,2017,Socius Sociological Research for a Dynamic World,journal,article,53,TRUE,"Ironically, even though fossil fuels provided substitutes for the main uses of whale oil, the rise of fossil fuel use in the nineteenth century served to increase the intensity of whaling. The connections between fossil fuels and whaling are an example of the unanticipated consequences that frequently come with technological change. I draw on political-economic theory to explain why fossil fuels served to escalate rather than eliminate whaling. The case of whaling highlights the limited potential for technological developments to help overcome environmental problems without concurrent political, economic, and social change that supports conservation."
https://openalex.org/W2766784207,10.1186/s13705-017-0139-7,Democratic institutions and the energy intensity of well-being: a cross-national study,2017,Energy Sustainability and Society,journal,article,30,TRUE,"Energy consumption is necessary for human well-being, yet the growth of energy consumption also contributes to climate change and a range of negative externalities. Thus, a key sustainability challenge is to efficiently use energy consumption to promote human well-being. This manuscript contributes to the growing literature on the ecological intensity of well-being (EIWB) by modeling the relationship between democratic institutions and the energy intensity of well-being. We use international data to understand how democratic institutions—understood as a combination of elected legislature, elected executives, and democratic competition—impact the energy intensity of well-being. The energy intensity of well-being is an adjusted ratio of energy consumption and life expectancy. We combine random-intercept mixed-effect models with entropy balancing constraints to create covariate balance between democracies and non-democracies. Contrary to our expectations, we find that consistently null results suggesting that democracies do not leverage their energy consumption to improve well-being more effectively than other systems of government. Democracy and its subcomponents do not appear to improve, or reduce, the energy intensity of well-being. Democracy does not appear to improve sustainability, operationalized as the energy intensity of well-being. On the other hand, democracies do not appear to do worse than non-democracies, suggesting democratization can spread without reducing sustainability."
https://openalex.org/W2766805818,10.18335/region.v4i3.161,"Built environment, creativity, social art. The recovery of public space as engine of human development",2017,REGION,journal,article,9,TRUE,"The paper is a part of a comprehensive research aimed at operationalizing HUL approach and experimenting it in the buffer zone of Pompei, mainly in Torre Annunziata (Italy), and is based on the recognition of art and cultural heritage as tools for ""managing the change"" of landscape. The proposed thesis is that the recovery of public space, configured by art and culture and shared with local community according to an inclusive approach, contribute to regenerate creativity, reconstructing the relationships between people, communities and landscape. This lays the foundations for a ""creative environment"" and regenerative, concived as a prerequisite of development. In this process, art is a driver which acts on the creativity of local residents, stimulating their critical thinking, open-mindedness and design capacity, and leading them to accept diversity as an opportunity. Focusing on theories and on the empirical analysis of a best practice, MAAM Museum in Rome, this paper has three main objectives: to produce empirical evidence on the cause/effect relationship between art, heritage and community relationships; to make transferable and replicable in other contexts, such as Torre Annunziata, the process experienced at MAAM; to develop a methodology able to soliciting, integrating and supporting the regeneration of relationships in the town of Torre Annunziata."
https://openalex.org/W2767427960,10.1080/01436597.2017.1388740,"East Asia’s new developmentalism: state capacity, climate change and low-carbon development",2017,Third World Quarterly,journal,article,57,FALSE,"This paper argues that to understand the relevance of developmental states in East Asia and elsewhere, we need to focus on the changing development agenda in the early twenty-first century, especially how this connects with the global challenge of climate change and thereby sustainable, low-carbon development. It combines theories on state capacity and ecological modernisation to form the ‘new developmentalism’ concept. This is applied to study revitalised and refocused forms of state capacity aimed at realising the transformative economic objectives associated with sustainable development. New developmentalism helps us understand not only current state capacity practice in a climate challenged world but also how we have moved beyond original conceptions of developmental statism. It may be understood in the wider context of the sustainable development agenda and climate interventionism. As is argued, new developmentalism is most clearly evident in East Asia but can be applied in a wider geographic sense where strong forms of developmental state capacity are exercised towards meeting transformative sustainable development goals."
https://openalex.org/W2767448593,10.1016/j.erss.2017.10.037,Status and future dynamics of decentralised renewable energy niche building processes in Argentina,2017,Energy Research & Social Science,journal,article,36,TRUE,
https://openalex.org/W2767596061,10.1007/s11625-017-0502-9,Advancing to a Circular Economy: three essential ingredients for a comprehensive policy mix,2017,Sustainability Science,journal,review,396,TRUE,
https://openalex.org/W2767661140,,"Toward Smart and Integrated Infrastructure for Africa: An agenda for digitalisation, decarbonisation and mobility",2017,PORTO Publications Open Repository TOrino (Politecnico di Torino),repository,article,2,TRUE,"Middle-and low-income countries are coming to be the major drivers of investment and growth and this unique transformation calls for rapid technical progresses: Progresses into digitalization, energy, transport and other spheres need to comply with the urgency of controlling impact on climate. The 'leapfrogging' transformation needs to include a new set of attributes complementing sustainable and quality infrastructure and defining Smart and Integrated infrastructures (SMART-I Infrastructure) which are the essence of the taxonomy proposed for ICA 2017. Sustainable infrastructures are characterized by the social, environmental and economic dimension, to which quality infrastructure (ICA 2016) introduces inclusiveness, safety and resilience. SMART-I Infrastructure (ICA 2017) adds four new characterizing attributes:Integrated by data, function and governance: sustainable and quality infrastructures have to employ innovative ways of meeting governance and service needs, including the implementation of more responsive, productive and integrated information systems that complement hard infrastructure.Physical and Financially Decentralised: capillary and efficient technologies are more massively at the disposal of citizens and the capitals and infrastructure owners are shifting from large creditworthy entities to small ones.Life Cycle Perspective: the infrastructure for NPR needs to match the goal expressed by SDG11 dealing with new production patterns that need to be driven by rational use of resources in a long term and life cycle perspective.People-Centred: in line with the 2030 Agenda new consumption patterns are also needed.They may be obtained only by an appropriate and multi-dimensional involvement of citizens not only in their role as consumers but also as influencers, producers and agents of the change as indicated by the by the ""G7 Summit, Chair's Summary of the Outreach Session on Africa""."
https://openalex.org/W2768273372,10.1016/j.techfore.2017.11.009,Ten years of research change using Google Trends: From the perspective of big data utilizations and applications,2017,Technological Forecasting and Social Change,journal,article,522,TRUE,"This study seeks to analyze the trends in research studies in the past decade which have utilized Google Trends, a new source of big data, to examine how the scope of research has expanded. Our purpose is to conduct a comprehensive and objective research into how the public use of Big Data from web searches has affected research, and furthermore, to discuss the implications of Google Trends in terms of Big Data utilization and application. To this end, we conducted a network analysis on 657 research papers that used Google Trends. We also identified the important nodes of the networks and reviewed the research directions of representative papers. The study reveals that Google Trends is used to analyze various variables in a wide range of areas, including IT, communications, medicine, health, business and economics. In addition, this study shows that research using Google Trends has increased dramatically in the last decade, and in the process, the focus of research has shifted to forecasting changes, whereas in the past the focus had been on merely describing and diagnosing research trends, such as surveillance and monitoring. This study also demonstrates that in recent years, there has been an expansion in analysis in linkage with other social Big Data sources, as researchers attempt to overcome the limitations of using only search information. Our study will provide various insights for researchers who utilize Google Trends as well as researchers who rely on various other sources of Big Data in their efforts to compare research trends and identify new areas for research."
https://openalex.org/W2768423442,10.1007/s11186-017-9302-6,Emotional impacts of environmental decline: What can Native cosmologies teach sociology about emotions and environmental justice?,2017,Theory and Society,journal,article,82,FALSE,
https://openalex.org/W2769874491,10.1088/1748-9326/aa9c6d,The neglected social dimensions to a vehicle-to-grid (V2G) transition: a critical and systematic review,2017,Environmental Research Letters,journal,article,241,TRUE,"refers to efforts to bi-directionally link the electric power system and the transportation system in ways that can improve the sustainability and security of both. A transition to V2G could enable vehicles to simultaneously improve the efficiency (and profitability) of electricity grids, reduce greenhouse gas emissions for transport, accommodate low-carbon sources of energy, and reap cost savings for owners, drivers, and other users. To understand the recent state of this field of research, here we conduct a systematic review of 197 peer-reviewed articles published on V2G from 2015 to early 2017. We find that the majority of V2G studies in that time period focus on technical aspects of V2G, notably renewable energy storage, batteries, or load balancing to minimize electricity costs, in some cases including environmental goals as constraints. A much lower proportion of studies focus on the importance of assessing environmental and climate attributes of a V2G transition, or on the role of consumer acceptance and knowledge of V2G systems. Further, there is need for exploratory work on natural resource use and externalities, discourses and narratives as well as social justice, gender, and urban resilience considerations. These research gaps need to be addressed if V2G is to achieve the societal transition its advocates seek."
https://openalex.org/W2770080506,10.1016/j.jclepro.2017.10.345,"Sustainable urban transformations towards smarter, healthier cities: Theories, agendas and pathways",2017,Journal of Cleaner Production,journal,article,53,FALSE,
https://openalex.org/W2770202386,10.1007/s10531-017-1484-8,"Multiple conservation criteria, discursive conflicts and stakeholder preferences in the era of ecological modernization",2017,Biodiversity and Conservation,journal,article,7,FALSE,
https://openalex.org/W2771357360,,The Long View : Exploring Product Lifetime Extension,2017,Data Archiving and Networked Services (DANS),repository,article,22,TRUE,"The aim of this study is to provide recommendations on the opportunities available to consumers, private sector and especially governments, of developed and developing economies, to address product lifetime extension. Seven products representing different lifetime expectancies by consumers for their optimal replacement moments and actual lifetimes in selected countries are analysed: washing machines, refrigerators, TVs, mobile phones, laptops and clothing. The report provides three policy perspectives, two for developed and one for developing countries, for designing measures to address product lifetime extension."
https://openalex.org/W2771628933,10.2458/v21i1.21149,From desert to breadbasket…to desert again? A metabolic rift in the High Plains Aquifer,2014,Journal of Political Ecology,journal,article,18,TRUE,"The High Plains region of the U.S. is one of the most important agricultural regions in the world. Much agricultural production in this semi-arid region, however, depends on the consumption of nonrenewable groundwater from the High Plains Aquifer. Although the problem has drawn significant attention from policymakers and citizens for over forty years, depletion of the Aquifer has worsened. Why does depletion persist despite widespread and ongoing concern? We explore this conundrum by placing the region into an historical, political-economic context. We focus specifically on the case of Western Kansas, and argue that the contemporary problem is rooted in the ways in which this region was articulated into broader circuits of capital and exchange. Private capital and the state incorporated the region as a source of primary raw materials, mainly agricultural products. Water-dependent agricultural resource extraction opened up a metabolic rift in the hydrological cycle that has only been exacerbated over time through unequal ecological exchange with more politically and economically central places. These structural dynamics associated with political-economic incorporation have impeded efforts to develop more sustainable uses of groundwater consumption in the region."
https://openalex.org/W2772251281,10.1080/10455752.2018.1440614,"The Money-Energy-Technology Complex and Ecological Marxism: Rethinking the Concept of “Use-value” to Extend Our Understanding of Unequal Exchange, Part 1",2018,Capitalism Nature Socialism,journal,article,21,FALSE,"This is Part 1 of an article arguing for an extended application of Karl Marx’s insight that the apparent reciprocity of free market exchange is to be understood as an ideology that obscures material processes of exploitation and accumulation. Rather than to confine this insight to the worker’s sale of his or her labor-power for wages, and basing it on the conviction that labor-power is uniquely capable of generating more value than its price, the article argues that capital accumulation also relies on asymmetric transfers of several other biophysical resources such as embodied non-human energy, land, and materials. It proposes that the very notions of “price” and “value” serve to obscure the material history and substance of traded commodities. Such a shift of perspective extends Marx’s foundational critique of mainstream economics by focusing on the unacknowledged role of ecologically unequal exchange, but requires a critical rethinking of the concept of “use-value.” It also suggests a fundamental reconceptualization of the ontology of technological progress, frequently celebrated in Marxist theory. Part 1 of the article introduces the argument on unequal exchange, the ideological function of money, some concerns of ecological Marxism, and the conundrum posed by three contradictory understandings of “use-value.”"
https://openalex.org/W2772565402,10.3390/resources6040068,Dematerialization—A Disputable Strategy for Resource Conservation Put under Scrutiny,2017,Resources,journal,article,10,TRUE,"Dematerialization is a paradigm in resource conservation strategies. Material use should be reduced so that resource consumption as a whole can be lowered. The benefit for humankind should be completely decoupled from the natural expenditure by a definite factor X. Instinctively, this approach is convincing, because our entire value-added chain is based on material transformation. Targets for mass-based indicators are found within the context of justification for ecological carrying capacity and intergenerational fairness, taking into account the economic and socio-political expectation of raw material scarcity. However, in light of further development of material flow indicators and the related dematerialization targets, the question arises as to what they actually stand for and what significance they have for resource conservation. Can it be assumed that pressure on the environment will decline steadily if the use of materials is reduced, whether for an economy or at the level of individual products or processes? The present narrative review paper has discussed this issue and takes into account the authors’ experience of the extended political and scientific discourse on dematerialization in Germany and Europe. As a result, a high “resource relevance” cannot be inferred from high physical material inputs at any of the levels considered. It has been shown that establishing mass-based indicators as control and target variables is questionable and that dematerialization exclusively based on such indicators without mapping other resources should be critically examined."
https://openalex.org/W2772569564,10.22459/her.21.01.2015.02,Bridging Activism and the Academy: Exposing Environmental Injustices Through the Feminist Ethnographic Method of Photovoice,2015,Human Ecology Review,journal,article,37,TRUE,"The neoliberal rejection of a strong role for governmental regulation of industry has led to increasingly negative consequences for the environment and the people who are forced to bear a disproportionate share of the health and safety hazards created by corporate polluters. The voices of the victims of environmental injustice often go unheard in the policy arena, while an arsenal of paid industry lobbyists exerts undue influence and power over legislative and regulatory agency processes. In this paper, I argue that we as social scientists are frequently positioned in such a way that we could serve as links between the people we study and policymakers, providing an avenue for exposing the ways that neoliberal policies negatively affect the health, safety, and well-being of disenfranchised groups. Through presenting a ""Photovoice"" project I conducted with 54 women living in five coal-mining communities in southern West Virginia, I demonstrate how feminist activist ethnography, as a distinct type of activist research, can be used for social science inquiry while simultaneously providing an opportunity for research participants' stories to be heard-and acted upon-by those with political power."
https://openalex.org/W2772802389,10.2458/v22i1.21108,Mapping the frontiers and front lines of global environmental justice: the EJAtlas,2015,Journal of Political Ecology,journal,article,543,TRUE,"This article highlights the need for collaborative research on ecological conflicts within a global perspective. As the social metabolism of our industrial economy increases, intensifying extractive activities and the production of waste, the related social and environmental impacts generate conflicts and resistance across the world. This expansion of global capitalism leads to greater disconnection between the diverse geographies of injustice along commodity chains. Yet, at the same time, through the globalization of governance processes and Environmental Justice (EJ) movements, local political ecologies are becoming increasingly transnational and interconnected. We first make the case for the need for new approaches to understanding such interlinked conflicts through collaborative and engaged research between academia and civil society. We then present a large-scale research project aimed at understanding the determinants of resource extraction and waste disposal conflicts globally through a collaborative mapping initiative: The EJAtlas, the Global Atlas of Environmental Justice. This article introduces the EJAtlas mapping process and its methodology, describes the process of co-design and development of the atlas, and assesses the initial outcomes and contribution of the tool for activism, advocacy and scientific knowledge. We explain how the atlas can enrich EJ studies by going beyond the isolated case study approach to offer a wider systematic evidence-based enquiry into the politics, power relations and socio-metabolic processes surrounding environmental justice struggles locally and globally."
https://openalex.org/W2772929271,10.2458/v25i1.22804,Theorizing power in political ecology: the 'where' of power in resource governance projects,2018,Journal of Political Ecology,journal,article,122,TRUE,"Power and politics have been central topics from the early days of Political Ecology. There are different and sometimes conflicting conceptualizations of power in this field that portray power alternatively as a resource, personal attribute or relation. The aim of this article is to contribute to theorizations of power by probing contesting views regarding its role in societal change and by presenting a specific conceptualization of power, one which draws on political ecology and sociotechnical approaches in science and technology studies. We review how power has been conceptualized in the political ecology field and identify three trends that shaped current discussions. We then develop our conceptual discussion and ask explicitly <i>where</i> power emerges in processes of resource governance projects. We identify four locations that we illustrate empirically through an example of rural electrification in Tanzania that aimed at catalyzing social and economic development by providing renewable energy-based electricity services. Our analysis supports the argument that power is relational and productive, and it draws on science and technology studies to bring to the fore the critical role of non-human elements in co-constitution of society – technology – nature. This leads us to see the exercise of power as having contradictory and ambiguous effects. We conclude that by exploring the tension between human agency and constitutive power, we keep the politics alive throughout the analysis and are able to show why intentional choices and actions really matter for how resource governance projects play out in everyday life."
https://openalex.org/W2773989883,10.17705/1jais.00466,Do Shareholders Value Green Information Technology Announcements?,2017,Journal of the Association for Information Systems,journal,article,51,FALSE,"Using the natural resource-based view (NRBV) and signaling theory, we conducted an event study using the Fama-French four-factor (FFM4) model to determine how shareholders react to company announcements about adopting information technology (IT) to address environmental issues. We found that green IT announcements generate positive abnormal returns and increase share trading volume. Initiatives that use IT to support decision making (ITDSS) cause positive stock market reactions. Firms with good environmental performance records enjoy positive market returns from ITDSS and direct IT assets and infrastructure (ITASSETS) announcements. In contrast, shareholders react negatively to announcements regarding sustainable products and services (SPDTSVC). Combining the NRBV with signaling theory provides deeper theoretical insights than either theory alone. The findings could serve as the basis for further research and theory development on the different types of green IT and impacts on market value. The results help explain how firm characteristics and different types of green IT announcements impact market value, and they have significant implications for how firms plan and allocate their resources to support green initiatives."
https://openalex.org/W2774004854,10.1017/s0305741017001394,Air Pollution and Grassroots Echoes of “Ecological Civilization” in Rural China,2017,The China Quarterly,journal,article,60,TRUE,"Abstract This article places the study of rural environmental activism in the wider context of the Chinese government's promotion of Ecological Civilization ( shengtai wenming 生态文明). Ecological Civilization is, we argue, a top-down imaginary of China's future that opens up space for environmental agency while setting authoritative standards for how to frame protests in a logic of science and social stability. The article compares how residents in a small cluster of villages in Zhejiang province dealt with different sources of air pollution over a span of ten years: how, when and why they chose to negotiate with local officials and industrial managers to prevent or reduce air pollution, and what the outcome was. We found that in addition to a consciousness of the right to protest, villagers had come to regard the ability to evoke science in negotiations with officials and industrial managers as crucial for success. We suggest that the forms of environmental activism we observed were in effect “containable protests” that befit the state-initiated national imaginary of an ecologically civilized world."
https://openalex.org/W2774647128,10.1080/09537325.2017.1408907,Is small really beautiful? A review of the concept of niches in innovation,2017,Technology Analysis and Strategic Management,journal,review,15,TRUE,"This article reviews the concept of innovation niches through three categories: strategic niche management (SNM), specialised markets and niches formed as a technology declines. In the literature, innovation niches generate interest from both innovation and marketing perspectives. This review focuses predominately on the former from which the niche types have been adopted and analysed. Mostly, contributions since 1980 have been included, representing the period of academic interest in innovative small firms, while both temporal and locational filters were applied to the study. It is noted that SNM has been proposed as a means to protect potentially useful innovations from full market competition, while specialist niches supply technologies to few customers in more stable environments. Incumbent technologies at the stage of decline may also retreat to niches where they can still remain competitive. Finally, it is suggested that further research on innovation niches would extend our understanding of technology dynamics."
https://openalex.org/W2774985386,10.1371/journal.pone.0189024,How do slums change the relationship between urbanization and the carbon intensity of well-being?,2017,PLoS ONE,journal,article,38,TRUE,"This study examines how the relationship between urbanization (measured as the percentage of total population living in urban areas) and the carbon intensity of well-being (CIWB) (measured as a ratio of carbon dioxide emissions and life expectancy) in most nations from 1960-2013 varies based on the economic context and whereabouts of a substantial portion of a nation's urban population. To accomplish this, we use the United Nations' (UN) definition of slum households to identify developing countries that have substantial slum populations, and estimate a Prais-Winsten regression model with panel-corrected standard errors (PCSE), allowing for disturbances that are heteroskedastic and contemporaneously correlated across panels. Our findings indicate that the rate of increase in CIWB for countries without substantial slum populations begins to slow down at higher levels of urbanization, however, the association between urbanization and CIWB is much smaller in countries with substantial slum populations. Overall, while urbanization is associated with increases in CIWB, the relationship between urban development and CIWB is vastly different in developed nations without slums than in under-developed nations with slums."
https://openalex.org/W2775232582,10.1016/j.erss.2017.11.031,"Cosmopolitan, dynamic, and contested energy futures: Navigating the pluralities and polarities in the energy systems of tomorrow",2017,Energy Research & Social Science,journal,article,115,FALSE,
