openalex_id,author_position,author_id,author_name,institution_id,institution_name,country_code
https://openalex.org/W1500095558,2,https://openalex.org/A5047570167,David M. John,https://openalex.org/I21370196,Aristotle University of Thessaloniki,GR
https://openalex.org/W1500095558,2,https://openalex.org/A5047570167,David M. John,https://openalex.org/I2800387288,European Commission,BE
https://openalex.org/W1503263161,0,https://openalex.org/A5043251311,James Evans,https://openalex.org/I28407311,University of Manchester,GB
https://openalex.org/W1503376607,0,https://openalex.org/A5078644685,Marek Tobiszewski,https://openalex.org/I169333911,Gdańsk University of Technology,PL
https://openalex.org/W1503376607,1,https://openalex.org/A5060901295,Mariusz Marć,https://openalex.org/I169333911,Gdańsk University of Technology,PL
https://openalex.org/W1503376607,2,https://openalex.org/A5023824006,Agnieszka Gałuszka,https://openalex.org/I169495764,Jan Kochanowski University,PL
https://openalex.org/W1503376607,3,https://openalex.org/A5074214331,Jacek Namieśnik,https://openalex.org/I169333911,Gdańsk University of Technology,PL
https://openalex.org/W1504452031,0,https://openalex.org/A5001316765,Joachim von Braun,https://openalex.org/I135140700,University of Bonn,DE
https://openalex.org/W1504452031,1,https://openalex.org/A5008125794,Getaw Tadesse,https://openalex.org/I150314799,International Food Policy Research Institute,US
https://openalex.org/W1504452031,2,,"Von Braun, Joachim",,,
https://openalex.org/W1504452031,3,,"Tadesse, Getaw",,,
https://openalex.org/W1504658872,0,https://openalex.org/A5017287640,Andrew K. Jorgenson,https://openalex.org/I223532165,University of Utah,US
https://openalex.org/W1504658872,1,https://openalex.org/A5085689573,Brett Clark,https://openalex.org/I223532165,University of Utah,US
https://openalex.org/W1507685810,0,https://openalex.org/A5068600502,Knut H. Sørensen,https://openalex.org/I204778367,Norwegian University of Science and Technology,NO
https://openalex.org/W1509968153,0,https://openalex.org/A5056106654,Christian Deverre,,,
https://openalex.org/W1509968153,1,https://openalex.org/A5013952739,Christine Marie,,,
https://openalex.org/W1509968153,2,,"Deverre, Christian",,,
https://openalex.org/W1509968153,3,,"De Sainte Marie, Christine",,,
https://openalex.org/W1517924756,0,https://openalex.org/A5039398337,Paulette R. Hebert,https://openalex.org/I115475287,Oklahoma State University,US
https://openalex.org/W1517924756,1,https://openalex.org/A5103778966,Mihyun Kang,https://openalex.org/I115475287,Oklahoma State University,US
https://openalex.org/W1517924756,2,https://openalex.org/A5014244397,Rebekah J. Thompsen,https://openalex.org/I115475287,Oklahoma State University,US
https://openalex.org/W1518146043,0,https://openalex.org/A5108514411,Kathleen J. Tierney,https://openalex.org/I111878022,Linde (United States),US
https://openalex.org/W1525556641,0,https://openalex.org/A5085689573,Brett Clark,https://openalex.org/I137902535,North Carolina State University,US
https://openalex.org/W1525556641,1,https://openalex.org/A5017287640,Andrew K. Jorgenson,https://openalex.org/I223532165,University of Utah,US
https://openalex.org/W1529603536,0,https://openalex.org/A5111440889,Bill Mulford,,,
https://openalex.org/W1530485991,0,https://openalex.org/A5059774919,Aaron M. McCright,https://openalex.org/I87216513,Michigan State University,US
https://openalex.org/W1532569068,0,https://openalex.org/A5079892525,B. L. Turner,https://openalex.org/I130785548,Clark University,US
https://openalex.org/W1532569068,1,https://openalex.org/A5052830353,Roger E. Kasperson,https://openalex.org/I130785548,Clark University,US
https://openalex.org/W1532569068,2,https://openalex.org/A5042710481,William B. Meyer,https://openalex.org/I130785548,Clark University,US
https://openalex.org/W1532569068,3,https://openalex.org/A5057021034,Kirstin Dow,https://openalex.org/I130785548,Clark University,US
https://openalex.org/W1532569068,4,https://openalex.org/A5082714205,Dominic Golding,https://openalex.org/I130785548,Clark University,US
https://openalex.org/W1532569068,5,https://openalex.org/A5039781681,Jeanne X. Kasperson,https://openalex.org/I130785548,Clark University,US
https://openalex.org/W1532569068,5,https://openalex.org/A5039781681,Jeanne X. Kasperson,https://openalex.org/I27804330,Brown University,US
https://openalex.org/W1532569068,6,https://openalex.org/A5109075693,Robert Cameron Mitchell,https://openalex.org/I130785548,Clark University,US
https://openalex.org/W1532569068,7,https://openalex.org/A5110096538,Samuel J. Ratick,https://openalex.org/I130785548,Clark University,US
https://openalex.org/W1535268969,0,https://openalex.org/A5006067529,Ryan Gunderson,https://openalex.org/I87216513,Michigan State University,US
https://openalex.org/W1535268969,1,https://openalex.org/A5087260625,Diana Stuart,https://openalex.org/I87216513,Michigan State University,US
https://openalex.org/W1535299421,0,https://openalex.org/A5062724873,Ken Wijekoon,,,
https://openalex.org/W1540261543,0,https://openalex.org/A5071970929,Shoumen Datta,,,
https://openalex.org/W1544705300,0,https://openalex.org/A5110499133,Anjali Deshpande,,,
https://openalex.org/W1544705300,1,https://openalex.org/A5042622370,Aik Ling Goh,,,
https://openalex.org/W1544705300,2,https://openalex.org/A5047588186,Adriaan Goossens,,,
https://openalex.org/W1544705300,3,https://openalex.org/A5024699852,Saeed Javdani,,,
https://openalex.org/W1546954817,0,https://openalex.org/A5080535851,Elaine Stratford,,,
https://openalex.org/W1546962772,0,https://openalex.org/A5102983971,Matthew David Segall,https://openalex.org/I35778689,California Institute of Integral Studies,US
https://openalex.org/W1552574426,0,https://openalex.org/A5035801678,Cindy Isenhour,https://openalex.org/I143302722,University of Kentucky,US
https://openalex.org/W1553905221,0,https://openalex.org/A5047714200,B. Büchner,https://openalex.org/I159082835,Agence internationale de l'énergie,FR
https://openalex.org/W1553905221,0,https://openalex.org/A5047714200,B. Büchner,https://openalex.org/I4210128773,Fondazione Eni Enrico Mattei,IT
https://openalex.org/W1553905221,1,https://openalex.org/A5007028056,Silvia Dall’Olio,https://openalex.org/I4210128773,Fondazione Eni Enrico Mattei,IT
https://openalex.org/W1553905221,1,https://openalex.org/A5007028056,Silvia Dall’Olio,https://openalex.org/I150264550,Eni (Italy),IT
https://openalex.org/W1562678381,0,https://openalex.org/A5042264865,A.P.J. Mol,https://openalex.org/I913481162,Wageningen University & Research,NL
https://openalex.org/W1562678381,0,https://openalex.org/A5042264865,A.P.J. Mol,https://openalex.org/I4210120228,Department of Social Sciences,RU
https://openalex.org/W1562678381,1,https://openalex.org/A5005866468,Gert Spaargaren,https://openalex.org/I913481162,Wageningen University & Research,NL
https://openalex.org/W1568830862,0,https://openalex.org/A5101928313,Neil Carter,https://openalex.org/I52099693,University of York,GB
https://openalex.org/W1571298011,0,https://openalex.org/A5054430184,Marina Fischer‐Kowalski,https://openalex.org/I4210088111,Institute for Interdisciplinary Studies of Austrian Universities,AT
https://openalex.org/W1571298011,1,https://openalex.org/A5015103248,Fridolin Krausmann,https://openalex.org/I4210088111,Institute for Interdisciplinary Studies of Austrian Universities,AT
https://openalex.org/W1571298011,2,https://openalex.org/A5036854135,Stefan Giljum,https://openalex.org/I4210164104,Sustainable Europe Research Institute,AT
https://openalex.org/W1571298011,3,https://openalex.org/A5065998156,Stephan Lutter,https://openalex.org/I4210164104,Sustainable Europe Research Institute,AT
https://openalex.org/W1571298011,4,https://openalex.org/A5101736941,Andreas Mayer,https://openalex.org/I4210088111,Institute for Interdisciplinary Studies of Austrian Universities,AT
https://openalex.org/W1571298011,5,https://openalex.org/A5025402691,Stefan Bringezu,https://openalex.org/I20696738,"Wuppertal Institute for Climate, Environment and Energy",DE
https://openalex.org/W1571298011,6,https://openalex.org/A5065488412,Yuichi Moriguchi,https://openalex.org/I74801974,The University of Tokyo,JP
https://openalex.org/W1571298011,7,https://openalex.org/A5079659574,Helmut Schütz,https://openalex.org/I20696738,"Wuppertal Institute for Climate, Environment and Energy",DE
https://openalex.org/W1571298011,8,https://openalex.org/A5082233078,Heinz Schandl,https://openalex.org/I4210118967,CSIRO Scientific Computing,AU
https://openalex.org/W1571298011,9,https://openalex.org/A5034901338,Helga Weisz,https://openalex.org/I60200437,Potsdam Institute for Climate Impact Research,DE
https://openalex.org/W1571921422,0,https://openalex.org/A5111766574,Rita Santos,,,
https://openalex.org/W1571921422,1,https://openalex.org/A5066374036,Walter Leal Filho,,,
https://openalex.org/W1571921422,2,https://openalex.org/A5024657520,Evando Mirra,,,
https://openalex.org/W1572762085,0,https://openalex.org/A5043025619,Allan Schnaiberg,,,
https://openalex.org/W1575950587,0,https://openalex.org/A5042264865,A.P.J. Mol,https://openalex.org/I913481162,Wageningen University & Research,NL
https://openalex.org/W1576125181,0,https://openalex.org/A5045675806,James Goodman,,,
https://openalex.org/W1578700276,0,https://openalex.org/A5025652037,Kenneth A. Gould,https://openalex.org/I83041322,Brooklyn College,US
https://openalex.org/W1578700276,0,https://openalex.org/A5025652037,Kenneth A. Gould,https://openalex.org/I174216632,City University of New York,US
https://openalex.org/W1580172778,0,https://openalex.org/A5100338694,Ping Wang,https://openalex.org/I66946132,"University of Maryland, College Park",US
https://openalex.org/W1580172778,1,https://openalex.org/A5102983203,E. Burton Swanson,https://openalex.org/I68812265,Anderson University - South Carolina,US
https://openalex.org/W1581668075,0,https://openalex.org/A5105312831,Luisa Doldi,,,
https://openalex.org/W1581668075,1,,Kirsten Foot,https://openalex.org/I201448701,University of Washington,US
https://openalex.org/W1581668075,2,,Jennifer Earl,,,
https://openalex.org/W1581668075,3,,Alan Schussman,,,
https://openalex.org/W1581668075,4,,Nina Eliasoph,,,
https://openalex.org/W1581668075,5,,W Bennett,,,
https://openalex.org/W1581668075,6,,Stephen Coleman,,,
https://openalex.org/W1581668075,7,,See Anthony,,,
https://openalex.org/W1581668075,8,,Giddens,,,
https://openalex.org/W1581668075,9,,Ronald Inglehart,,,
https://openalex.org/W1581668075,10,,W Bennett,,,
https://openalex.org/W1581668075,11,,Marc Hugo,,,
https://openalex.org/W1581668075,12,,Lopez,,,
https://openalex.org/W1581668075,13,,Jenkins,,,
https://openalex.org/W1581668075,14,,Davidson Ito,,,
https://openalex.org/W1581668075,15,,Coleman,,,
https://openalex.org/W1581668075,16,,Peter Levine,,,
https://openalex.org/W1581668075,17,,Judith Torney-Purta,,,
https://openalex.org/W1581668075,18,,Suzanne Mellor,,,
https://openalex.org/W1581668075,19,,Scott Keeter,,,
https://openalex.org/W1581668075,20,,Lopez,,,
https://openalex.org/W1581668075,21,,Howard Rheingold,,,
https://openalex.org/W1581668075,22,,Bruce Bimber,,,
https://openalex.org/W1581668075,23,,Andrew Flanagin,,,
https://openalex.org/W1581668075,24,,Christopher Reynolds,,,
https://openalex.org/W1581668075,25,,Jochai Benkler,,,
https://openalex.org/W1581668075,26,,See Robert,,,
https://openalex.org/W1581668075,27,,D Putnam,,,
https://openalex.org/W1581668075,28,,Benkler,,,
https://openalex.org/W1581668075,29,,Lawrence Lessig,,,
https://openalex.org/W1581668075,30,,Benkler,,,
https://openalex.org/W1581668075,31,,Kathryn Montgomery,,,
https://openalex.org/W1581668075,32,,Sharareh Frouzesh,,,
https://openalex.org/W1581668075,33,,Bennett,,,
https://openalex.org/W1581668075,34,,Eliasoph,,,
https://openalex.org/W1581668075,35,,Coleman,,,
https://openalex.org/W1581668075,36,,Jay Blumler,,,
https://openalex.org/W1581668075,37,,Dennis Kavanagh,,,
https://openalex.org/W1581668075,38,,Courtesy Of,,,
https://openalex.org/W1581668075,39,,Peter Levine,,,
https://openalex.org/W1581668075,40,,Peter Levine,,,
https://openalex.org/W1581668075,41,,W,,,
https://openalex.org/W1581668075,42,,Lance Bennett,,,
https://openalex.org/W1581668075,43,,Mike Xenos,,,
https://openalex.org/W1581668075,44,,Montgomery,,,
https://openalex.org/W1581668075,45,,T David,,,
https://openalex.org/W1581668075,46,,Mindich,,,
https://openalex.org/W1581668075,47,,James Hamilton,,,
https://openalex.org/W1581668075,48,,Michael Schudson,,,
https://openalex.org/W1581668075,49,,Inglehart,,,
https://openalex.org/W1581668075,50,,Giddens,,,
https://openalex.org/W1581668075,51,,Bennett,,,
https://openalex.org/W1581668075,52,,Kathryn Montgomery,,,
https://openalex.org/W1581668075,53,,Don Tapscott,,,
https://openalex.org/W1581668075,54,,Karen Brown,,,
https://openalex.org/W1581668075,55,,X Michael,,,
https://openalex.org/W1581668075,56,,Carpini,,,
https://openalex.org/W1581668075,57,,O' Tim,,,
https://openalex.org/W1581668075,58,,Reilly,,,
https://openalex.org/W1581668075,59,,Yochai Benkler,,,
https://openalex.org/W1581668075,60,,Jeff Chester,,,
https://openalex.org/W1581668075,61,,See Susan,,,
https://openalex.org/W1581668075,62,,Linn,,,
https://openalex.org/W1581668075,63,,Juliet See,,,
https://openalex.org/W1581668075,64,,Schor,,,
https://openalex.org/W1581668075,65,,Kathryn Montgomery,,,
https://openalex.org/W1581668075,66,,Benkler,,,
https://openalex.org/W1581668075,67,,Kathryn Montgomery,,,
https://openalex.org/W1581668075,68,,Barbara Gottlieb-Robles,,,
https://openalex.org/W1581668075,69,,Gary Larson,,,
https://openalex.org/W1581668075,70,,Constance Flanagan,,,
https://openalex.org/W1581668075,71,,Nakesha Faison,,,
https://openalex.org/W1581668075,72,,Kathryn Montgomery,,,
https://openalex.org/W1581668075,73,,Barbara Gottlieb-Robles,,,
https://openalex.org/W1581668075,74,,Amanda Lenhart,,,
https://openalex.org/W1581668075,75,,Susannah Fox,,,
https://openalex.org/W1581668075,76,,Shayne See,,,
https://openalex.org/W1581668075,77,,Bowman,,,
https://openalex.org/W1581668075,78,,Gnn Faq,,,
https://openalex.org/W1581668075,79,,Joseph Graf,,,
https://openalex.org/W1581668075,80,,Carol Darr,,,
https://openalex.org/W1581668075,81,,Joe Trippi,,,
https://openalex.org/W1581668075,82,,Michael Xenos,,,
https://openalex.org/W1581668075,83,,Kirsten Foot,https://openalex.org/I201448701,University of Washington,US
https://openalex.org/W1581668075,84,,Felicia Lee,,,
https://openalex.org/W1581668075,85,,Lance Bennett,,,
https://openalex.org/W1581668075,86,,Michael Xenos,,,
https://openalex.org/W1581668075,87,,Gottlieb-Robles Montgomery,,,
https://openalex.org/W1581668075,88,,Larson,,,
https://openalex.org/W1581668075,89,,Ariana Eunjung,,,
https://openalex.org/W1581668075,90,,Cha,,,
https://openalex.org/W1581668075,91,,Mark Hugo Lopez,,,
https://openalex.org/W1581668075,92,,Emily Kirby,,,
https://openalex.org/W1581668075,93,,Jared Sagoff,,,
https://openalex.org/W1581668075,94,,Betsy Spethmann,,,
https://openalex.org/W1581668075,95,,Todd Wasserman,,,
https://openalex.org/W1581668075,96,,Since,,,
https://openalex.org/W1581668075,97,,Faison Flanagan,,,
https://openalex.org/W1581668075,98,,Greg Livingstone,,,
https://openalex.org/W1581668075,99,,Giselle Abramovich,,,
https://openalex.org/W1582370759,0,https://openalex.org/A5026528849,Jacqueline McGlade,,,
https://openalex.org/W1582370759,1,https://openalex.org/A5082235813,Beate Werner,,,
https://openalex.org/W1582370759,2,https://openalex.org/A5055602243,Michael D. Young,,,
https://openalex.org/W1582370759,3,https://openalex.org/A5055850957,Marty D. Matlock,,,
https://openalex.org/W1582370759,4,https://openalex.org/A5029414732,Donna Jefferies,,,
https://openalex.org/W1582370759,5,https://openalex.org/A5019074276,G. Sonneman,,,
https://openalex.org/W1582370759,6,https://openalex.org/A5045526808,Maite M. Aldaya,https://openalex.org/I4210132097,Management Research Institute,US
https://openalex.org/W1582370759,7,https://openalex.org/A5037791977,Stephan Pfister,,,
https://openalex.org/W1582370759,8,https://openalex.org/A5076662858,Markus Berger,,,
https://openalex.org/W1582370759,9,https://openalex.org/A5087628524,Carole Farell,,,
https://openalex.org/W1582370759,10,https://openalex.org/A5004945370,Kylie Hyde,,,
https://openalex.org/W1582370759,11,https://openalex.org/A5005722876,Mathis Wackernagel,,,
https://openalex.org/W1582370759,12,https://openalex.org/A5080819705,Arjen Y. Hoekstra,https://openalex.org/I4210132097,Management Research Institute,US
https://openalex.org/W1582370759,13,https://openalex.org/A5035286156,Ruth Mathews,https://openalex.org/I4210132097,Management Research Institute,US
https://openalex.org/W1582370759,14,https://openalex.org/A5065712957,J. Liu,,,
https://openalex.org/W1582370759,15,https://openalex.org/A5043264831,Ertug Ercin,https://openalex.org/I4210132097,Management Research Institute,US
https://openalex.org/W1582370759,16,https://openalex.org/A5079464910,Jean-Louis Weber,,,
https://openalex.org/W1582370759,17,https://openalex.org/A5077226176,Alessandra Alfieri,,,
https://openalex.org/W1582370759,18,https://openalex.org/A5076920434,Ricardo Martinez-Lagunes,,,
https://openalex.org/W1582370759,19,https://openalex.org/A5074715863,Bram Edens,,,
https://openalex.org/W1582370759,20,https://openalex.org/A5102843245,P. Schulte,,,
https://openalex.org/W1582370759,21,https://openalex.org/A5084237464,Sabine von Wirén-Lehr,,,
https://openalex.org/W1582370759,22,https://openalex.org/A5051566767,David Gee,,,
https://openalex.org/W1582450268,0,https://openalex.org/A5030204637,Colin Davis,,,
https://openalex.org/W1582450268,1,https://openalex.org/A5019513999,Terence Hogarth,,,
https://openalex.org/W1582450268,2,https://openalex.org/A5045781731,Lynn Gambin,,,
https://openalex.org/W1582450268,3,https://openalex.org/A5086485730,Zoey Breuer,,,
https://openalex.org/W1582450268,4,https://openalex.org/A5109165261,Richard Garrett,,,
https://openalex.org/W158250939,0,https://openalex.org/A5109875110,Maxwell Taabazuing,,,
https://openalex.org/W1583281968,0,https://openalex.org/A5002528222,Ajay Sharma,https://openalex.org/I165733156,University of Georgia,US
https://openalex.org/W1583281968,1,https://openalex.org/A5046352509,Cory Buxton,https://openalex.org/I165733156,University of Georgia,US
https://openalex.org/W1583340810,0,https://openalex.org/A5056709206,Stephen C. Zehr,https://openalex.org/I128409426,University of Southern Indiana,US
https://openalex.org/W1588387712,0,https://openalex.org/A5110383581,Colin Barker,https://openalex.org/I2801880735,Action for ME,GB
https://openalex.org/W1588387712,0,https://openalex.org/A5110383581,Colin Barker,https://openalex.org/I4210086782,Revolution Research,US
https://openalex.org/W1588387712,0,https://openalex.org/A5110383581,Colin Barker,https://openalex.org/I4210100604,Revolution Medicines (United States),US
https://openalex.org/W1588387712,0,https://openalex.org/A5110383581,Colin Barker,https://openalex.org/I4210129339,Fundação Escola de Sociologia e Política de São Paulo,BR
https://openalex.org/W159092612,0,https://openalex.org/A5008386331,Nikolay Anguelov,https://openalex.org/I8078737,Clemson University,US
https://openalex.org/W1591353412,0,https://openalex.org/A5082311621,Eric C. Jones,https://openalex.org/I169335092,University of North Carolina at Greensboro,US
https://openalex.org/W1599612383,0,https://openalex.org/A5101815290,Enda Murphy,,,
https://openalex.org/W1599612383,1,https://openalex.org/A5071094796,Declan Redmond,,,
https://openalex.org/W1599612383,2,https://openalex.org/A5112815815,D. McKnight,,,
https://openalex.org/W1599612383,3,https://openalex.org/A5062593452,Verónica Crossa,,,
https://openalex.org/W1599612383,4,https://openalex.org/A5113501323,Brendan Williams,,,
https://openalex.org/W1599612383,5,https://openalex.org/A5008141417,Niamh Moore‐Cherry,,,
https://openalex.org/W1600478110,0,https://openalex.org/A5059261666,Tan Yiğitcanlar,https://openalex.org/I160993911,Queensland University of Technology,AU
https://openalex.org/W1600478110,1,https://openalex.org/A5022765203,Didem Dizdaroğlu,https://openalex.org/I168864056,Bilkent University,TR
https://openalex.org/W1602318627,0,https://openalex.org/A5072687564,Jared Berry Fitzgerald,https://openalex.org/I103531236,Boston College,US
https://openalex.org/W1602318627,1,https://openalex.org/A5017287640,Andrew K. Jorgenson,https://openalex.org/I103531236,Boston College,US
https://openalex.org/W1602318627,2,https://openalex.org/A5085689573,Brett Clark,https://openalex.org/I223532165,University of Utah,US
https://openalex.org/W160657664,0,https://openalex.org/A5084750306,Luke Georghiou,,,
https://openalex.org/W1611708840,0,https://openalex.org/A5080721101,Christopher Luederitz,https://openalex.org/I113456305,Leuphana University of Lüneburg,DE
https://openalex.org/W1611708840,0,https://openalex.org/A5080721101,Christopher Luederitz,https://openalex.org/I187531555,Lund University,SE
https://openalex.org/W1611708840,1,https://openalex.org/A5083918031,Ebba Brink,https://openalex.org/I187531555,Lund University,SE
https://openalex.org/W1611708840,2,https://openalex.org/A5057322406,Fabienne Gralla,https://openalex.org/I113456305,Leuphana University of Lüneburg,DE
https://openalex.org/W1611708840,3,https://openalex.org/A5102827746,Verena Hermelingmeier,https://openalex.org/I187531555,Lund University,SE
https://openalex.org/W1611708840,4,https://openalex.org/A5081088966,Moritz T. Meyer,https://openalex.org/I113456305,Leuphana University of Lüneburg,DE
https://openalex.org/W1611708840,5,https://openalex.org/A5086701743,Lisa Niven,https://openalex.org/I187531555,Lund University,SE
https://openalex.org/W1611708840,6,https://openalex.org/A5062093486,Lars Panzer,https://openalex.org/I113456305,Leuphana University of Lüneburg,DE
https://openalex.org/W1611708840,7,https://openalex.org/A5057239375,Stefan Partelow,https://openalex.org/I187531555,Lund University,SE
https://openalex.org/W1611708840,7,https://openalex.org/A5057239375,Stefan Partelow,https://openalex.org/I2799883060,Leibniz Centre for Tropical Marine Research,DE
https://openalex.org/W1611708840,8,https://openalex.org/A5039251372,Anna‐Lena Rau,https://openalex.org/I113456305,Leuphana University of Lüneburg,DE
https://openalex.org/W1611708840,9,https://openalex.org/A5030066404,Ryuei Sasaki,https://openalex.org/I187531555,Lund University,SE
https://openalex.org/W1611708840,10,https://openalex.org/A5016050844,David J. Abson,https://openalex.org/I113456305,Leuphana University of Lüneburg,DE
https://openalex.org/W1611708840,11,https://openalex.org/A5039340596,Daniel J. Lang,https://openalex.org/I113456305,Leuphana University of Lüneburg,DE
https://openalex.org/W1611708840,12,https://openalex.org/A5049476075,Christine Wamsler,https://openalex.org/I187531555,Lund University,SE
https://openalex.org/W1611708840,13,https://openalex.org/A5007030924,Henrik von Wehrden,https://openalex.org/I151201029,Consejo Nacional de Investigaciones Científicas y Técnicas,AR
https://openalex.org/W1611708840,13,https://openalex.org/A5007030924,Henrik von Wehrden,https://openalex.org/I166401450,Universidad Nacional de Córdoba,AR
https://openalex.org/W1611708840,13,https://openalex.org/A5007030924,Henrik von Wehrden,https://openalex.org/I4210151079,Instituto Multidisciplinario de Biología Vegetal,AR
https://openalex.org/W1611708840,13,https://openalex.org/A5007030924,Henrik von Wehrden,https://openalex.org/I113456305,Leuphana University of Lüneburg,DE
https://openalex.org/W1616101857,0,https://openalex.org/A5037616102,Christina Prell,https://openalex.org/I66946132,"University of Maryland, College Park",US
https://openalex.org/W1619358528,0,https://openalex.org/A5013845465,Anja Schaefer,,,
https://openalex.org/W1626762580,0,https://openalex.org/A5011343331,Don Kerr,https://openalex.org/I125749732,Western University,CA
https://openalex.org/W1637030073,0,https://openalex.org/A5040702815,Branden B. Johnson,https://openalex.org/I4210121621,Decision Research,US
https://openalex.org/W1648028894,0,https://openalex.org/A5055962469,André Spicer,,,
https://openalex.org/W1648028894,1,https://openalex.org/A5050662453,Michael R. Barthelmeh,,,
https://openalex.org/W1648028894,2,https://openalex.org/A5035319086,Roy L. Montgomery,,,
https://openalex.org/W1648028894,3,https://openalex.org/A5076044145,Ian F. Spellerberg,,,
https://openalex.org/W1648236975,0,https://openalex.org/A5032493125,Ingrid Foss Ballo,https://openalex.org/I4432739,University of Bergen,NO
https://openalex.org/W1654875378,0,https://openalex.org/A5089563911,Wilfried Lütkenhorst,https://openalex.org/I144428437,German Institute of Development and Sustainability,DE
https://openalex.org/W1654875378,1,https://openalex.org/A5089916387,Tilman Altenburg,https://openalex.org/I144428437,German Institute of Development and Sustainability,DE
https://openalex.org/W1654875378,2,https://openalex.org/A5035522908,Anna Pegels,https://openalex.org/I144428437,German Institute of Development and Sustainability,DE
https://openalex.org/W1654875378,3,https://openalex.org/A5038573165,Georgeta Vidican,https://openalex.org/I144428437,German Institute of Development and Sustainability,DE
https://openalex.org/W1695031009,0,https://openalex.org/A5011085738,Stefan Anderberg,https://openalex.org/I187531555,Lund University,SE
