openalex_id,keyword
https://openalex.org/W136832057,Gender studies
https://openalex.org/W136832057,Social science
https://openalex.org/W136832057,Law
https://openalex.org/W141073191,Zero emission
https://openalex.org/W141073191,Greenhouse gas
https://openalex.org/W141073191,Environmental science
https://openalex.org/W141073191,Engineering
https://openalex.org/W141073191,Waste management
https://openalex.org/W141073191,Geology
https://openalex.org/W14219551,Political science
https://openalex.org/W144478288,Ecological modernization
https://openalex.org/W144478288,Modernization theory
https://openalex.org/W144478288,Restructuring
https://openalex.org/W144478288,Outsourcing
https://openalex.org/W144478288,Production (economics)
https://openalex.org/W144478288,Consumption (sociology)
https://openalex.org/W144478288,Perspective (graphical)
https://openalex.org/W144478288,Politics
https://openalex.org/W144478288,Political science
https://openalex.org/W144478288,Business
https://openalex.org/W145355760,Urban agriculture
https://openalex.org/W145355760,Food systems
https://openalex.org/W145355760,Agriculture
https://openalex.org/W145355760,Capital (architecture)
https://openalex.org/W145355760,Ecological footprint
https://openalex.org/W145355760,Capitalism
https://openalex.org/W145355760,Urbanization
https://openalex.org/W145355760,Geography
https://openalex.org/W145355760,Politics
https://openalex.org/W145355760,Economic growth
https://openalex.org/W1467855967,Consumption (sociology)
https://openalex.org/W1467855967,Political science
https://openalex.org/W1467855967,Sociology
https://openalex.org/W1467855967,Environmental ethics
https://openalex.org/W1467855967,Geography
https://openalex.org/W1467855967,Social science
https://openalex.org/W1467855967,Philosophy
https://openalex.org/W147127987,Environmental hazard
https://openalex.org/W147127987,Development economics
https://openalex.org/W147127987,Business
https://openalex.org/W147127987,Engineering
https://openalex.org/W147127987,Natural resource economics
https://openalex.org/W147127987,Environmental planning
https://openalex.org/W147127987,Environmental protection
https://openalex.org/W147127987,Geography
https://openalex.org/W147127987,Economics
https://openalex.org/W147127987,Ecology
https://openalex.org/W1471822320,Ambivalence
https://openalex.org/W1471822320,Set (abstract data type)
https://openalex.org/W1471822320,Grid
https://openalex.org/W1471822320,Computer science
https://openalex.org/W1471822320,Human–computer interaction
https://openalex.org/W1471822320,Smart grid
https://openalex.org/W1471822320,Knowledge management
https://openalex.org/W1471822320,Engineering
https://openalex.org/W1471822320,Psychology
https://openalex.org/W1471822320,Social psychology
https://openalex.org/W147280868,Fetishism
https://openalex.org/W147280868,The Symbolic
https://openalex.org/W147280868,Sign (mathematics)
https://openalex.org/W147280868,Abstraction
https://openalex.org/W147280868,Epistemology
https://openalex.org/W147280868,Rationality
https://openalex.org/W147280868,Cultural artifact
https://openalex.org/W147280868,Sociology
https://openalex.org/W147280868,Aesthetics
https://openalex.org/W147280868,Cognitive science
https://openalex.org/W1481167366,General partnership
https://openalex.org/W1481167366,Carbon footprint
https://openalex.org/W1481167366,Corporate governance
https://openalex.org/W1481167366,Business
https://openalex.org/W1481167366,Futures contract
https://openalex.org/W1481167366,Environmental governance
https://openalex.org/W1481167366,Environmental planning
https://openalex.org/W1481167366,Greenhouse gas
https://openalex.org/W1481167366,Natural resource economics
https://openalex.org/W1481167366,Environmental economics
https://openalex.org/W1481767750,Greenhouse gas
https://openalex.org/W1481767750,Consumption (sociology)
https://openalex.org/W1481767750,Natural resource economics
https://openalex.org/W1481767750,Green growth
https://openalex.org/W1481767750,Economics
https://openalex.org/W1481767750,Liberian dollar
https://openalex.org/W1481767750,Gross domestic product
https://openalex.org/W1481767750,Political science
https://openalex.org/W1481767750,Economic growth
https://openalex.org/W1481767750,Sustainable development
https://openalex.org/W1481935167,Sustainability
https://openalex.org/W1481935167,Qualitative research
https://openalex.org/W1481935167,Political science
https://openalex.org/W1481935167,Sociology
https://openalex.org/W1481935167,Social science
https://openalex.org/W1481935167,Biology
https://openalex.org/W1481935167,Ecology
https://openalex.org/W1489802847,Resource efficiency
https://openalex.org/W1489802847,Sustainability
https://openalex.org/W1489802847,Economics
https://openalex.org/W1489802847,Resource (disambiguation)
https://openalex.org/W1489802847,Environmental economics
https://openalex.org/W1489802847,Sustainable development
https://openalex.org/W1489802847,Environmental resource management
https://openalex.org/W1489802847,Industrial organization
https://openalex.org/W1489802847,Economic system
https://openalex.org/W1489802847,Computer science
https://openalex.org/W1493162510,Geography
https://openalex.org/W1493162510,History
https://openalex.org/W1493162510,Political science
https://openalex.org/W1497966701,Food security
https://openalex.org/W1497966701,Biofuel
https://openalex.org/W1497966701,Deforestation (computer science)
https://openalex.org/W1497966701,Natural resource economics
https://openalex.org/W1497966701,Latin Americans
https://openalex.org/W1497966701,Work (physics)
https://openalex.org/W1497966701,Land grabbing
https://openalex.org/W1497966701,Agriculture
https://openalex.org/W1497966701,Energy security
https://openalex.org/W1497966701,Productivity
https://openalex.org/W149866997,Bioenergy
https://openalex.org/W149866997,Political science
https://openalex.org/W149866997,Business
https://openalex.org/W149866997,Economics
https://openalex.org/W149866997,Engineering
https://openalex.org/W149866997,Biofuel
https://openalex.org/W149866997,Waste management
https://openalex.org/W1500095558,Biodiversity
https://openalex.org/W1500095558,Biodiversity conservation
https://openalex.org/W1500095558,Sustainable development
https://openalex.org/W1500095558,Environmental planning
https://openalex.org/W1500095558,Geography
https://openalex.org/W1500095558,Environmental resource management
https://openalex.org/W1500095558,Political science
https://openalex.org/W1500095558,Environmental ethics
https://openalex.org/W1500095558,Business
https://openalex.org/W1500095558,Environmental science
https://openalex.org/W1503263161,Political ecology
https://openalex.org/W1503263161,Corporate governance
https://openalex.org/W1503263161,Urbanization
https://openalex.org/W1503263161,Ecology
https://openalex.org/W1503263161,Politics
https://openalex.org/W1503263161,Psychological resilience
https://openalex.org/W1503263161,Adaptation (eye)
https://openalex.org/W1503263161,Resilience (materials science)
https://openalex.org/W1503263161,Adaptive capacity
https://openalex.org/W1503263161,Urban ecology
https://openalex.org/W1503376607,Biochemical engineering
https://openalex.org/W1503376607,Green chemistry
https://openalex.org/W1503376607,Computer science
https://openalex.org/W1503376607,Scale (ratio)
https://openalex.org/W1503376607,Chemistry
https://openalex.org/W1503376607,Management science
https://openalex.org/W1503376607,Nanotechnology
https://openalex.org/W1503376607,Environmental chemistry
https://openalex.org/W1503376607,Engineering
https://openalex.org/W1503376607,Organic chemistry
https://openalex.org/W1504452031,Volatility (finance)
https://openalex.org/W1504452031,Economics
https://openalex.org/W1504452031,Food prices
https://openalex.org/W1504452031,Financial economics
https://openalex.org/W1504452031,Food security
https://openalex.org/W1504452031,Agriculture
https://openalex.org/W1504658872,Ecological modernization
https://openalex.org/W1504658872,Decoupling (probability)
https://openalex.org/W1504658872,Modernization theory
https://openalex.org/W1504658872,Economics
https://openalex.org/W1504658872,Comparative advantage
https://openalex.org/W1504658872,Production (economics)
https://openalex.org/W1504658872,Economic system
https://openalex.org/W1504658872,Political science
https://openalex.org/W1504658872,Economic growth
https://openalex.org/W1504658872,International trade
https://openalex.org/W1507685810,Framing (construction)
https://openalex.org/W1507685810,Software deployment
https://openalex.org/W1507685810,Conceptual framework
https://openalex.org/W1507685810,Technology policy
https://openalex.org/W1507685810,Context (archaeology)
https://openalex.org/W1507685810,Politics
https://openalex.org/W1507685810,Democracy
https://openalex.org/W1507685810,Sociology
https://openalex.org/W1507685810,Management science
https://openalex.org/W1507685810,Political science
https://openalex.org/W1509968153,Political science
https://openalex.org/W1509968153,Humanities
https://openalex.org/W1509968153,Philosophy
https://openalex.org/W1517924756,Mandate
https://openalex.org/W1517924756,Government (linguistics)
https://openalex.org/W1517924756,Energy consumption
https://openalex.org/W1517924756,Engineering
https://openalex.org/W1517924756,Occupancy
https://openalex.org/W1517924756,Environmental economics
https://openalex.org/W1517924756,Efficient energy use
https://openalex.org/W1517924756,Architectural engineering
https://openalex.org/W1517924756,Business
https://openalex.org/W1517924756,Operations management
https://openalex.org/W1518146043,Emergency management
https://openalex.org/W1518146043,Natural disaster
https://openalex.org/W1518146043,Preparedness
https://openalex.org/W1518146043,Context (archaeology)
https://openalex.org/W1518146043,Disaster response
https://openalex.org/W1518146043,Crash
https://openalex.org/W1518146043,Disaster preparedness
https://openalex.org/W1518146043,Public relations
https://openalex.org/W1518146043,Political science
https://openalex.org/W1518146043,Altruism (biology)
https://openalex.org/W1525556641,Militarization
https://openalex.org/W1525556641,Militarism
https://openalex.org/W1525556641,Environmental sociology
https://openalex.org/W1525556641,Perspective (graphical)
https://openalex.org/W1525556641,Narrative
https://openalex.org/W1525556641,Sociology
https://openalex.org/W1525556641,Environmental ethics
https://openalex.org/W1525556641,Political science
https://openalex.org/W1525556641,Social science
https://openalex.org/W1525556641,Law
https://openalex.org/W1529603536,Public relations
https://openalex.org/W1529603536,Pedagogy
https://openalex.org/W1529603536,Mathematics education
https://openalex.org/W1529603536,Political science
https://openalex.org/W1529603536,Sociology
https://openalex.org/W1529603536,Psychology
https://openalex.org/W1530485991,Moderation
https://openalex.org/W1530485991,Politics
https://openalex.org/W1530485991,Biology and political orientation
https://openalex.org/W1530485991,Climate change
https://openalex.org/W1530485991,Elite
https://openalex.org/W1530485991,Reflexivity
https://openalex.org/W1530485991,Political economy
https://openalex.org/W1530485991,Political economy of climate change
https://openalex.org/W1530485991,Positive economics
https://openalex.org/W1530485991,Moderated mediation
https://openalex.org/W1532569068,Environmental change
https://openalex.org/W1532569068,Global change
https://openalex.org/W1532569068,Biosphere
https://openalex.org/W1532569068,Scale (ratio)
https://openalex.org/W1532569068,Environmental resource management
https://openalex.org/W1532569068,Focus (optics)
https://openalex.org/W1532569068,Global environmental analysis
https://openalex.org/W1532569068,Economic geography
https://openalex.org/W1532569068,Regional science
https://openalex.org/W1532569068,Geography
https://openalex.org/W1535268969,Agribusiness
https://openalex.org/W1535268969,Sociology
https://openalex.org/W1535268969,Sociological research
https://openalex.org/W1535268969,Environmental sociology
https://openalex.org/W1535268969,Social science
https://openalex.org/W1535268969,Agriculture
https://openalex.org/W1535268969,Ecology
https://openalex.org/W1535268969,Biology
https://openalex.org/W1535299421,Product-service system
https://openalex.org/W1535299421,Sustainability
https://openalex.org/W1535299421,Systems engineering
https://openalex.org/W1535299421,Computer science
https://openalex.org/W1535299421,Product design specification
https://openalex.org/W1535299421,Product engineering
https://openalex.org/W1535299421,Profitability index
https://openalex.org/W1535299421,New product development
https://openalex.org/W1535299421,Process management
https://openalex.org/W1535299421,Product lifecycle
https://openalex.org/W1540261543,Computer science
https://openalex.org/W1544705300,Carbon footprint
https://openalex.org/W1544705300,Breakwater
https://openalex.org/W1544705300,Port (circuit theory)
https://openalex.org/W1544705300,Sustainability
https://openalex.org/W1544705300,Ecological footprint
https://openalex.org/W1544705300,Population growth
https://openalex.org/W1544705300,Population
https://openalex.org/W1544705300,Engineering
https://openalex.org/W1544705300,Greenhouse gas
https://openalex.org/W1544705300,Geography
https://openalex.org/W1546954817,Political science
https://openalex.org/W1546954817,Civil society
https://openalex.org/W1546954817,Sustainable development
https://openalex.org/W1546954817,Sustainability
https://openalex.org/W1546954817,Globalization
https://openalex.org/W1546954817,Democracy
https://openalex.org/W1546954817,Politics
https://openalex.org/W1546954817,Political economy
https://openalex.org/W1546954817,Environmental ethics
https://openalex.org/W1546954817,Sociology
https://openalex.org/W1546962772,Logos Bible Software
https://openalex.org/W1546962772,Destiny (ISS module)
https://openalex.org/W1546962772,Mythology
https://openalex.org/W1546962772,Environmental ethics
https://openalex.org/W1546962772,Sociology
https://openalex.org/W1546962772,Epistemology
https://openalex.org/W1546962772,Ecology
https://openalex.org/W1546962772,History
https://openalex.org/W1546962772,Philosophy
https://openalex.org/W1546962772,Biology
https://openalex.org/W1547908879,Encyclopedia
https://openalex.org/W1547908879,Sociology
https://openalex.org/W1547908879,History
https://openalex.org/W1547908879,Philosophy
https://openalex.org/W1547908879,Linguistics
https://openalex.org/W1552574426,Sustainability
https://openalex.org/W1552574426,Consumption (sociology)
https://openalex.org/W1552574426,Sustainable consumption
https://openalex.org/W1552574426,Business
https://openalex.org/W1552574426,Economic growth
https://openalex.org/W1552574426,Political science
https://openalex.org/W1552574426,Economics
https://openalex.org/W1552574426,Sociology
https://openalex.org/W1552574426,Social science
https://openalex.org/W1553905221,Ratification
https://openalex.org/W1553905221,Download
https://openalex.org/W1553905221,Kyoto Protocol
https://openalex.org/W1553905221,Institution
https://openalex.org/W1553905221,Protocol (science)
https://openalex.org/W1553905221,Process (computing)
https://openalex.org/W1553905221,Unpacking
https://openalex.org/W1553905221,Business
https://openalex.org/W1553905221,Computer science
https://openalex.org/W1553905221,Computer security
https://openalex.org/W1560509817,Politics
https://openalex.org/W1560509817,Transformation (genetics)
https://openalex.org/W1560509817,Environmental ethics
https://openalex.org/W1560509817,Political science
https://openalex.org/W1560509817,Sociology
https://openalex.org/W1560509817,Philosophy
https://openalex.org/W1560509817,Law
https://openalex.org/W1560509817,Biology
https://openalex.org/W1562678381,Modernization theory
https://openalex.org/W1562678381,Ecological modernization
https://openalex.org/W1562678381,Formative assessment
https://openalex.org/W1562678381,Sociology
https://openalex.org/W1562678381,Marxist philosophy
https://openalex.org/W1562678381,Environmental ethics
https://openalex.org/W1562678381,Foundation (evidence)
https://openalex.org/W1562678381,Relevance (law)
https://openalex.org/W1562678381,Perspective (graphical)
https://openalex.org/W1562678381,Ecology
https://openalex.org/W1568830862,Politics
https://openalex.org/W1568830862,Glossary
https://openalex.org/W1568830862,Variety (cybernetics)
https://openalex.org/W1568830862,Political science
https://openalex.org/W1568830862,Environmental ethics
https://openalex.org/W1568830862,Scale (ratio)
https://openalex.org/W1568830862,Environmentalism
https://openalex.org/W1568830862,Environmental politics
https://openalex.org/W1568830862,Public administration
https://openalex.org/W1568830862,Political economy
https://openalex.org/W1571298011,Multinational corporation
https://openalex.org/W1571298011,Maturity (psychological)
https://openalex.org/W1571298011,Accounting
https://openalex.org/W1571298011,National accounts
https://openalex.org/W1571298011,Resource (disambiguation)
https://openalex.org/W1571298011,Economics
https://openalex.org/W1571298011,Regional science
https://openalex.org/W1571298011,Computer science
https://openalex.org/W1571298011,Sociology
https://openalex.org/W1571298011,Political science
https://openalex.org/W1571921422,Sustainability
https://openalex.org/W1571921422,Government (linguistics)
https://openalex.org/W1571921422,Business
https://openalex.org/W1571921422,Knowledge production
https://openalex.org/W1571921422,Industrial organization
https://openalex.org/W1571921422,Cluster (spacecraft)
https://openalex.org/W1571921422,Production (economics)
https://openalex.org/W1571921422,Competitive advantage
https://openalex.org/W1571921422,Perspective (graphical)
https://openalex.org/W1571921422,Cluster analysis
https://openalex.org/W1572762085,Scarcity
https://openalex.org/W1572762085,Natural resource economics
https://openalex.org/W1572762085,Business
https://openalex.org/W1572762085,Economics
https://openalex.org/W1572762085,Microeconomics
https://openalex.org/W1575950587,Ecological modernization
https://openalex.org/W1575950587,Relevance (law)
https://openalex.org/W1575950587,Modernization theory
https://openalex.org/W1575950587,Environmental sociology
https://openalex.org/W1575950587,Order (exchange)
https://openalex.org/W1575950587,Sociology
https://openalex.org/W1575950587,Environmental ethics
https://openalex.org/W1575950587,Environmental crisis
https://openalex.org/W1575950587,Political science
https://openalex.org/W1575950587,Social science
https://openalex.org/W1576125181,Modernization theory
https://openalex.org/W1576125181,Socialism
https://openalex.org/W1576125181,Ecological modernization
https://openalex.org/W1576125181,Politics
https://openalex.org/W1576125181,Climate change
https://openalex.org/W1576125181,Project commissioning
https://openalex.org/W1576125181,Political science
https://openalex.org/W1576125181,Political economy
https://openalex.org/W1576125181,Political ecology
https://openalex.org/W1576125181,Environmental ethics
https://openalex.org/W1578700276,Societal impact of nanotechnology
https://openalex.org/W1578700276,Sustainability
https://openalex.org/W1578700276,Nanotechnology
https://openalex.org/W1578700276,Environmental sociology
https://openalex.org/W1578700276,Ecological modernization
https://openalex.org/W1578700276,Production (economics)
https://openalex.org/W1578700276,Modernization theory
https://openalex.org/W1578700276,Investment (military)
https://openalex.org/W1578700276,Sustainable development
https://openalex.org/W1578700276,Business
https://openalex.org/W1580172778,Originality
https://openalex.org/W1580172778,Work (physics)
https://openalex.org/W1580172778,Process (computing)
https://openalex.org/W1580172778,Momentum (technical analysis)
https://openalex.org/W1580172778,Value (mathematics)
https://openalex.org/W1580172778,Action (physics)
https://openalex.org/W1580172778,Institutionalisation
https://openalex.org/W1580172778,Public relations
https://openalex.org/W1580172778,Exploit
https://openalex.org/W1580172778,Marketing
https://openalex.org/W1581668075,Digital media
https://openalex.org/W1581668075,Internet privacy
https://openalex.org/W1581668075,Computer science
https://openalex.org/W1581668075,Social media
https://openalex.org/W1581668075,Multimedia
https://openalex.org/W1581668075,Public relations
https://openalex.org/W1581668075,Sociology
https://openalex.org/W1581668075,Business
https://openalex.org/W1581668075,World Wide Web
https://openalex.org/W1581668075,Political science
https://openalex.org/W1582370759,Resource (disambiguation)
https://openalex.org/W1582370759,Group (periodic table)
https://openalex.org/W1582370759,Green economy
https://openalex.org/W1582370759,Business
https://openalex.org/W1582370759,Environmental economics
https://openalex.org/W1582370759,Natural resource economics
https://openalex.org/W1582370759,Economics
https://openalex.org/W1582370759,Computer science
https://openalex.org/W1582370759,Sustainable development
https://openalex.org/W1582370759,Political science
https://openalex.org/W1582450268,Business
https://openalex.org/W1582450268,Computer science
https://openalex.org/W1582450268,Process management
https://openalex.org/W158250939,Economy
https://openalex.org/W158250939,Political science
https://openalex.org/W158250939,Economic growth
https://openalex.org/W158250939,Economics
https://openalex.org/W1583281968,Embeddedness
https://openalex.org/W1583281968,Agency (philosophy)
https://openalex.org/W1583281968,Scientific literacy
https://openalex.org/W1583281968,Science education
https://openalex.org/W1583281968,Literacy
https://openalex.org/W1583281968,Sociology
https://openalex.org/W1583281968,Philosophy of science
https://openalex.org/W1583281968,Natural (archaeology)
https://openalex.org/W1583281968,Nature of Science
https://openalex.org/W1583281968,Epistemology
https://openalex.org/W1583340810,Climate change
https://openalex.org/W1583340810,Sociology
https://openalex.org/W1583340810,Environmental sociology
https://openalex.org/W1583340810,Sociological research
https://openalex.org/W1583340810,Social change
https://openalex.org/W1583340810,Social science
https://openalex.org/W1583340810,Adaptation (eye)
https://openalex.org/W1583340810,Social inequality
https://openalex.org/W1583340810,Inequality
https://openalex.org/W1583340810,Regional science
https://openalex.org/W1588387712,Period (music)
https://openalex.org/W1588387712,Context (archaeology)
https://openalex.org/W1588387712,Capitalism
https://openalex.org/W1588387712,Politics
https://openalex.org/W1588387712,Movement (music)
https://openalex.org/W1588387712,Position (finance)
https://openalex.org/W1588387712,Dynamics (music)
https://openalex.org/W1588387712,Political science
https://openalex.org/W1588387712,Sociology
https://openalex.org/W1588387712,Political economy
https://openalex.org/W159092612,Multinational corporation
https://openalex.org/W159092612,Attractiveness
https://openalex.org/W159092612,Business
https://openalex.org/W159092612,Political science
https://openalex.org/W159092612,Psychology
https://openalex.org/W159092612,Finance
https://openalex.org/W1591353412,Vulnerability (computing)
https://openalex.org/W1591353412,Politics
https://openalex.org/W1591353412,Power (physics)
https://openalex.org/W1591353412,Political ecology
https://openalex.org/W1591353412,Macro
https://openalex.org/W1591353412,Political economy
https://openalex.org/W1591353412,Ecology
https://openalex.org/W1591353412,Sociology
https://openalex.org/W1591353412,Economy
https://openalex.org/W1591353412,Political science
https://openalex.org/W1599612383,Attractiveness
https://openalex.org/W1599612383,Metropolitan area
https://openalex.org/W1599612383,Knowledge economy
https://openalex.org/W1599612383,Creative economy
https://openalex.org/W1599612383,Creative industries
https://openalex.org/W1599612383,Business
https://openalex.org/W1599612383,Creativity
https://openalex.org/W1599612383,Economy
https://openalex.org/W1599612383,Economics
https://openalex.org/W1599612383,Political science
https://openalex.org/W1600478110,Sustainability
https://openalex.org/W1600478110,Environmental planning
https://openalex.org/W1600478110,Sustainable development
https://openalex.org/W1600478110,Urbanization
https://openalex.org/W1600478110,Urban ecosystem
https://openalex.org/W1600478110,Environmental resource management
https://openalex.org/W1600478110,Urban planning
https://openalex.org/W1600478110,Business
https://openalex.org/W1600478110,Urban sustainability
https://openalex.org/W1600478110,Geography
https://openalex.org/W1602318627,Consumption (sociology)
https://openalex.org/W1602318627,Energy consumption
https://openalex.org/W1602318627,Developing country
https://openalex.org/W1602318627,Economics
https://openalex.org/W1602318627,Working time
https://openalex.org/W1602318627,Working hours
https://openalex.org/W1602318627,Environmental policy
https://openalex.org/W1602318627,Economic growth
https://openalex.org/W1602318627,Development economics
https://openalex.org/W1602318627,Natural resource economics
https://openalex.org/W160657664,Futures studies
https://openalex.org/W160657664,Incentive
https://openalex.org/W160657664,Business
https://openalex.org/W160657664,Investment (military)
https://openalex.org/W160657664,Lead (geology)
https://openalex.org/W160657664,Lisbon Strategy
https://openalex.org/W160657664,Reversing
https://openalex.org/W160657664,Market economy
https://openalex.org/W160657664,Industrial organization
https://openalex.org/W160657664,Economics
https://openalex.org/W1611708840,Ecosystem services
https://openalex.org/W1611708840,Urbanization
https://openalex.org/W1611708840,Sustainability
https://openalex.org/W1611708840,Stakeholder
https://openalex.org/W1611708840,Urban planning
https://openalex.org/W1611708840,Urban ecosystem
https://openalex.org/W1611708840,Environmental resource management
https://openalex.org/W1611708840,Green infrastructure
https://openalex.org/W1611708840,Environmental planning
https://openalex.org/W1611708840,Business
https://openalex.org/W1616101857,Pollution
https://openalex.org/W1616101857,Inequality
https://openalex.org/W1616101857,Position (finance)
https://openalex.org/W1616101857,Economics
https://openalex.org/W1616101857,Consumption (sociology)
https://openalex.org/W1616101857,Core (optical fiber)
https://openalex.org/W1616101857,Natural resource economics
https://openalex.org/W1616101857,Business
https://openalex.org/W1616101857,Mathematics
https://openalex.org/W1616101857,Finance
https://openalex.org/W1619358528,Sustainability
https://openalex.org/W1619358528,Autopoiesis
https://openalex.org/W1619358528,Living systems
https://openalex.org/W1619358528,Obstacle
https://openalex.org/W1619358528,Face (sociological concept)
https://openalex.org/W1619358528,Sustainable development
https://openalex.org/W1619358528,Business
https://openalex.org/W1619358528,Marketing
https://openalex.org/W1619358528,Social system
https://openalex.org/W1619358528,Analogy
https://openalex.org/W1626762580,Greenhouse gas
https://openalex.org/W1626762580,Fossil fuel
https://openalex.org/W1626762580,Population
https://openalex.org/W1626762580,Population growth
https://openalex.org/W1626762580,Natural resource economics
https://openalex.org/W1626762580,Developing country
https://openalex.org/W1626762580,Climbing
https://openalex.org/W1626762580,Economics
https://openalex.org/W1626762580,Geography
https://openalex.org/W1626762580,Development economics
https://openalex.org/W1637030073,Climate change
https://openalex.org/W1637030073,Risk communication
https://openalex.org/W1637030073,Psychology
https://openalex.org/W1637030073,Epistemology
https://openalex.org/W1637030073,Environmental ethics
https://openalex.org/W1637030073,Social psychology
https://openalex.org/W1637030073,Philosophy
https://openalex.org/W1637030073,Medicine
https://openalex.org/W1637030073,Environmental health
https://openalex.org/W1637030073,Ecology
https://openalex.org/W1648028894,Sustainability
https://openalex.org/W1648028894,Political science
https://openalex.org/W1648028894,Higher education
https://openalex.org/W1648028894,Sociology
https://openalex.org/W1648028894,Law
https://openalex.org/W1648236975,Sociotechnical system
https://openalex.org/W1648236975,Smart grid
https://openalex.org/W1648236975,Futures contract
https://openalex.org/W1648236975,Context (archaeology)
https://openalex.org/W1648236975,Electricity
https://openalex.org/W1648236975,Process (computing)
https://openalex.org/W1648236975,Sociology
https://openalex.org/W1648236975,Public relations
https://openalex.org/W1648236975,Knowledge management
https://openalex.org/W1648236975,Business
https://openalex.org/W1654875378,Transformation (genetics)
https://openalex.org/W1654875378,Industrial policy
https://openalex.org/W1654875378,Business
https://openalex.org/W1654875378,Industrial organization
https://openalex.org/W1654875378,Natural resource economics
https://openalex.org/W1654875378,Environmental economics
https://openalex.org/W1654875378,Economics
https://openalex.org/W1654875378,International trade
https://openalex.org/W1654875378,Chemistry
https://openalex.org/W1695031009,Sustainability
https://openalex.org/W1695031009,Vision
https://openalex.org/W1695031009,Sustainable development
https://openalex.org/W1695031009,Attractiveness
https://openalex.org/W1695031009,Rebranding
https://openalex.org/W1695031009,Environmental quality
https://openalex.org/W1695031009,Business
https://openalex.org/W1695031009,Political science
https://openalex.org/W1695031009,Quality (philosophy)
https://openalex.org/W1695031009,Geography
https://openalex.org/W172098738,Green criminology
https://openalex.org/W172098738,Criminology
https://openalex.org/W172098738,Sociology
https://openalex.org/W172098738,Green Revolution
https://openalex.org/W172098738,History
https://openalex.org/W172098738,Criminal justice
https://openalex.org/W172098738,Archaeology
https://openalex.org/W17252936,Ecology
https://openalex.org/W17252936,Indigenous
https://openalex.org/W17252936,Humanity
https://openalex.org/W17252936,Natural (archaeology)
https://openalex.org/W17252936,Environmental ethics
https://openalex.org/W17252936,History
https://openalex.org/W17252936,Philosophy
https://openalex.org/W17252936,Biology
https://openalex.org/W17252936,Theology
https://openalex.org/W17252936,Archaeology
https://openalex.org/W1733211799,Service (business)
https://openalex.org/W1733211799,The Internet
https://openalex.org/W1733211799,Mobile business development
https://openalex.org/W1733211799,Key (lock)
https://openalex.org/W1733211799,Service provider
https://openalex.org/W1733211799,Mobile internet
https://openalex.org/W1733211799,Computer science
https://openalex.org/W1733211799,Service design
https://openalex.org/W1733211799,Mobile service
https://openalex.org/W1733211799,Mobile QoS
https://openalex.org/W174076192,Context (archaeology)
https://openalex.org/W174076192,Knowledge management
https://openalex.org/W174076192,Digital library
https://openalex.org/W174076192,Information and Communications Technology
https://openalex.org/W174076192,Computer science
https://openalex.org/W174076192,Premise
https://openalex.org/W174076192,Information technology
https://openalex.org/W174076192,World Wide Web
https://openalex.org/W1750949001,Weir
https://openalex.org/W1750949001,Capital (architecture)
https://openalex.org/W1750949001,Geography
https://openalex.org/W1750949001,Archaeology
https://openalex.org/W1762917618,Perspective (graphical)
https://openalex.org/W1762917618,Activity theory
https://openalex.org/W1762917618,Computer science
https://openalex.org/W1762917618,Epistemology
