openalex_id,abstract_pillar,theoretical_frame,tech_indicator,finding_tech,finding_affluence,displacement,supports_decoupling,section_relevance,include_final,notes,study_type,sample_desc,outcome_indicator,assessed_stage,exclusion_reason,screen_rule,screen_code,assessment_basis,citation,decoupling_category
https://openalex.org/W1507685810,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1509968153,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1517924756,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1518146043,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1525556641,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1529603536,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1530485991,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1532569068,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1535268969,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1535299421,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1540261543,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1544705300,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1546954817,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1546962772,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1547908879,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1552574426,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1553905221,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1560509817,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1562678381,ecological_modernisation,,,,,,,3.1,no,Mol & Spaargaren 2000 — EMT review,theoretical / interpretive,,,full_text,"interpretive framework source - informs Sections 3 and 6, not part of the empirical corpus",,,full text,,
https://openalex.org/W1568830862,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1571298011,tech_material,,,,,,,4.1,no,,,,,full_text,"did not meet inclusion criteria at screening (cross-national scope, explicit technology indicator, or biophysical outcome)",,,full text,,
https://openalex.org/W1571921422,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1572762085,,,,,,,,,no,Schnaiberg 1980 — treadmill of production,theoretical / interpretive,,,full_text,"interpretive framework source - informs Sections 3 and 6, not part of the empirical corpus",,,full text,,
https://openalex.org/W1575950587,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1576125181,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1578700276,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1580172778,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1581668075,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1582370759,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1582450268,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W158250939,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1583281968,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1583340810,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1588387712,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W159092612,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1591353412,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1599612383,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1600478110,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1602318627,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W160657664,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1611708840,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1616101857,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1619358528,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1626762580,tech_material,,"Kaya technology components: fossil-fuel dependency, carbon intensity, conversion effect, energy intensity",Sweden partially decoupled growth from CO2 by moving away from fossil fuels; Canada remained carbon-intensive (29th of 30 OECD on energy intensity),GDP per capita rose in both; counterfactual exercises on population and affluence growth,not tested (production-based),"mixed: partial decoupling in Sweden via fuel switching, none in Canada",4.4,yes,"verification: p.131: 'Sweden and a few other OECD countries have managed to remain relatively prosperous while at least partially decoupling economic growth from CO2 emissions. On the other hand, Canada's economy remains particularly carbon intensive'",two-country comparative IPAT/Kaya decomposition with OECD-30 benchmarking,"Canada and Sweden, 1990-2009; technology components ranked across 30 OECD countries (2009)",CO2 emissions (energy-related),targeted_full_text,,R1,PASS-borderline,full text,Kerr (2014),mixed
https://openalex.org/W1637030073,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1648028894,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1648236975,sociology_expectations,,,,,,,3.2,no,,,,,full_text,theoretical / interpretive literature - screened for framework relevance only,,,full text,,
https://openalex.org/W1654875378,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1695031009,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W172098738,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W17252936,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1733211799,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W174076192,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1750949001,,,,,,,,,no,Lund student thesis,,,,targeted_screen,targeted screen: not a peer-reviewed article or chapter or a major institutional report,R4,EX4,title and abstract,,
https://openalex.org/W1762917618,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1767453300,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1769170171,,,,,,,,,no,Lund student thesis,,,,targeted_screen,targeted screen: not a peer-reviewed article or chapter or a major institutional report,R4,EX4,title and abstract,,
https://openalex.org/W1772386586,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1777700503,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1779572632,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1781766779,affluence_confound,,,,,,,4.3,no,,,,,full_text,"did not meet inclusion criteria at screening (cross-national scope, explicit technology indicator, or biophysical outcome)",,,full text,,
https://openalex.org/W1784489792,,,,,,,,,no,"Lund student paper, Sida",,,,targeted_screen,targeted screen: not a peer-reviewed article or chapter or a major institutional report,R1,EX4,title and abstract,,
https://openalex.org/W1787368163,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1789592595,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1797995488,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1798557743,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1799195091,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1803117247,tech_material,,,,,,,4.1,no,,,,,full_text,"did not meet inclusion criteria at screening (cross-national scope, explicit technology indicator, or biophysical outcome)",,,full text,,
https://openalex.org/W1803612979,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1812638916,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1813657184,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1817149726,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1818551828,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1821263952,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1824426172,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1837736204,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1839251190,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1844076669,tech_material,,,,,,,4.1,no,,,,,full_text,"did not meet inclusion criteria at screening (cross-national scope, explicit technology indicator, or biophysical outcome)",,,full text,,
https://openalex.org/W1846613483,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1851728015,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1857890999,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1873256967,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W187527895,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W188079386,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1881456939,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1883711700,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1884151426,,,,,,,,,no,"Lund student paper, Danish cropland EF",,,,targeted_screen,targeted screen: not a peer-reviewed article or chapter or a major institutional report,R1;R2,EX4,title and abstract,,
https://openalex.org/W1894507421,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1895451490,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1896635809,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W189814497,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1900910987,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1901551613,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1902818475,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1914034541,,,,,,,,,no,"rights of nature, Ecuador",,,,targeted_screen,targeted screen: off-topic,R1;R4,OFF,title and abstract,,
https://openalex.org/W1915344498,,,,,,,,,no,eco-innovation promotion essay,,,,targeted_screen,targeted screen: off-topic,R1,OFF,title and abstract,,
https://openalex.org/W1919476101,,,,,,,,,no,slums and legality,,,,targeted_screen,targeted screen: off-topic,R4,OFF,title and abstract,,
https://openalex.org/W1919782393,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1921183857,,,,,,,,,no,uncertainty and urban life,,,,targeted_screen,targeted screen: off-topic,R4,OFF,title and abstract,,
https://openalex.org/W1921646761,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1926339253,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1946138591,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1947069753,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1951735039,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1954479716,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1956615754,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1963985712,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1964181949,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1964302596,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1964337509,ecological_modernisation,,,,,,,3.1,no,,,,,full_text,theoretical / interpretive literature - screened for framework relevance only,,,full text,,
https://openalex.org/W1964426013,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1964734085,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1965080111,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1965544356,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1965858356,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1965983703,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1966458983,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1966605003,displacement,,,,,,,5,no,,,,,full_text,"did not meet inclusion criteria at screening (cross-national scope, explicit technology indicator, or biophysical outcome)",,,full text,,
https://openalex.org/W1967094530,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1967879531,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1967944648,,,,,,,,,no,Malta,,,,targeted_screen,"targeted screen: single-country, subnational or sectoral design",R2,EX1,title and abstract,,
https://openalex.org/W1968305520,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1968441806,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1968571633,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1968966586,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1969030634,technology_indicators,,,,,,,4.2,no,,,,,full_text,"did not meet inclusion criteria at screening (cross-national scope, explicit technology indicator, or biophysical outcome)",,,full text,,
https://openalex.org/W1969406214,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1969554203,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1969838726,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1971980919,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1973204257,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1973612113,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1973845023,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1973954730,displacement,,,,,,,5,no,,,,,full_text,"did not meet inclusion criteria at screening (cross-national scope, explicit technology indicator, or biophysical outcome)",,,full text,,
https://openalex.org/W1974479080,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1974600276,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1974715189,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1974736057,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1975641572,ecological_modernisation,,,,,,,3.1,no,,,,,full_text,theoretical / interpretive literature - screened for framework relevance only,,,full text,,
https://openalex.org/W1976128508,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1976255974,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1976323772,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1976529177,,,,,,,,,no,"van Lente, Spitters & Peine 2013 — hype cycles",theoretical / interpretive,,,full_text,"interpretive framework source - informs Sections 3 and 6, not part of the empirical corpus",,,full text,,
https://openalex.org/W1976854836,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1977274064,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1977685850,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1978091839,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1978274280,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1978300657,tech_material,,,,,,,4.1,no,,,,,full_text,"did not meet inclusion criteria at screening (cross-national scope, explicit technology indicator, or biophysical outcome)",,,full text,,
https://openalex.org/W1978764651,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1978890989,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1978964746,,,,,,,,,no,Genoa,,,,targeted_screen,"targeted screen: single-country, subnational or sectoral design",R1,EX1,title and abstract,,
https://openalex.org/W1979739432,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1979767694,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1979780488,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1980137968,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1980644511,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1981310173,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1982882586,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1983476777,,,,,,,,,no,Italian crops MIPS,,,,targeted_screen,"targeted screen: single-country, subnational or sectoral design",R2,EX1,title and abstract,,
https://openalex.org/W1983784355,ecological_modernisation,,,,,,,3.1,no,,,,,full_text,theoretical / interpretive literature - screened for framework relevance only,,,full text,,
https://openalex.org/W1985920379,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1985923786,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1985981874,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1986330013,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1986470012,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1986555859,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1987364429,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1987912158,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1988031510,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1988663313,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1988805390,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1989078516,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1989104954,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1989302845,,,,,,,,,no,urban ecology framework,,,,targeted_screen,targeted screen: off-topic,R4,OFF,title and abstract,,
https://openalex.org/W1989356887,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1989599834,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1990013403,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1990050506,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1990164247,displacement,,,,,,,5,no,,,,,full_text,"did not meet inclusion criteria at screening (cross-national scope, explicit technology indicator, or biophysical outcome)",,,full text,,
https://openalex.org/W1990294463,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1990620179,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1990723208,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1990755229,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1991106646,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1991265106,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1991460461,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1991588025,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1991677530,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1991754589,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1992277548,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1992491225,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1992505849,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1993152396,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1993257909,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1993258255,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1993600310,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1993909509,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1994001800,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1994299473,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1994414501,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1994950990,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1995182034,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1995701627,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1996209627,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1996223957,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1996406096,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1996537770,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1996610034,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1996722365,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1996900403,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1998832896,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W1999845056,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2000029192,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2000568622,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2000842239,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2001094287,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2001673222,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2002556455,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2002625442,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2002629377,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2002632968,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2002670651,ecological_modernisation,,,,,,,3.1,no,,,,,full_text,theoretical / interpretive literature - screened for framework relevance only,,,full text,,
https://openalex.org/W2002965195,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2003767156,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2004779022,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2005303196,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2005525239,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2005532901,technology_indicators,,,,,,,4.2,no,,,,,full_text,"did not meet inclusion criteria at screening (cross-national scope, explicit technology indicator, or biophysical outcome)",,,full text,,
https://openalex.org/W2005542860,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2006081504,,,,,,,,,no,Hornborg 2003 unequal exchange of time and space,,,,targeted_screen,"targeted screen: interpretive or theoretical source, not an empirical study",R4,THEORY,title and abstract,,
https://openalex.org/W2006427645,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2006713007,,,,,,,,,no,"Bringezu 2015 target corridor for global material use; normative target-setting, not a decoupling/technology test",,,,targeted_screen,targeted screen: no explicit technology indicator and decoupling not assessed directly,R2,EX2,title and abstract,,
https://openalex.org/W2007258741,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2007271211,,,,,,,,,no,Finland IO analysis,,,,targeted_screen,"targeted screen: single-country, subnational or sectoral design",R1;R2,EX1,title and abstract,,
https://openalex.org/W2007810001,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2007835124,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2007981205,,,,,,,,,no,South East Queensland planning,,,,targeted_screen,"targeted screen: single-country, subnational or sectoral design",R1,EX1,title and abstract,,
https://openalex.org/W2008336567,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2008747612,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2008977537,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2009040832,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2010307956,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2010617992,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2010833608,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2011155011,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2011554027,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2012086721,,,,,,,,,no,Weber and the environment,,,,targeted_screen,"targeted screen: interpretive or theoretical source, not an empirical study",R2,THEORY,title and abstract,,
https://openalex.org/W2012251817,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2012484450,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2012780779,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2012942219,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2013041299,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2013388256,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2013482205,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2013749032,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2014629333,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2014649769,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2014677709,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2015349399,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2015659029,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2015881328,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2016927174,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2017029658,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2017641610,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2017888566,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W201790150,,,,,,,,,,,,,,ranked_only,,,,,,
https://openalex.org/W2018201197,,,,,,,,,,,,,,ranked_only,,,,,,
