openalex_id,topic_id,topic_name,subfield_name,field_name,domain_name,score
https://openalex.org/W145355760,https://openalex.org/T12253,Urban Agriculture and Sustainability,Plant Science,Agricultural and Biological Sciences,Life Sciences,0.9998999834060669
https://openalex.org/W145355760,https://openalex.org/T11066,Organic Food and Agriculture,Plant Science,Agricultural and Biological Sciences,Life Sciences,0.9977999925613403
https://openalex.org/W145355760,https://openalex.org/T10692,Urban Green Space and Health,"Health, Toxicology and Mutagenesis",Environmental Science,Physical Sciences,0.9638000130653381
https://openalex.org/W1467855967,https://openalex.org/T11058,Ethics in Business and Education,Information Systems and Management,Decision Sciences,Social Sciences,0.8363999724388123
https://openalex.org/W1467855967,https://openalex.org/T11552,"Global trade, sustainability, and social impact",Strategy and Management,"Business, Management and Accounting",Social Sciences,0.7282000184059143
https://openalex.org/W147127987,https://openalex.org/T11823,Natural Resources and Economic Development,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",Social Sciences,0.9613999724388123
https://openalex.org/W147127987,https://openalex.org/T14164,Marine and Offshore Engineering Studies,Ocean Engineering,Engineering,Physical Sciences,0.9409999847412109
https://openalex.org/W147127987,https://openalex.org/T11168,International Development and Aid,Development,Social Sciences,Social Sciences,0.9168999791145325
https://openalex.org/W1471822320,https://openalex.org/T10119,Sustainability and Climate Change Governance,Global and Planetary Change,Environmental Science,Physical Sciences,0.9790999889373779
https://openalex.org/W1471822320,https://openalex.org/T14147,Innovative Approaches in Technology and Social Development,Management of Technology and Innovation,"Business, Management and Accounting",Social Sciences,0.9681000113487244
https://openalex.org/W1471822320,https://openalex.org/T12503,Social Acceptance of Renewable Energy,Sociology and Political Science,Social Sciences,Social Sciences,0.9607999920845032
https://openalex.org/W147280868,https://openalex.org/T14289,"Anthropology: Ethics, History, Culture",Anthropology,Social Sciences,Social Sciences,0.9961000084877014
https://openalex.org/W147280868,https://openalex.org/T12788,Space Science and Extraterrestrial Life,Astronomy and Astrophysics,Physics and Astronomy,Physical Sciences,0.9585000276565552
https://openalex.org/W147280868,https://openalex.org/T13317,"Media, Communication, and Education",Communication,Social Sciences,Social Sciences,0.9294000267982483
https://openalex.org/W1481167366,https://openalex.org/T10119,Sustainability and Climate Change Governance,Global and Planetary Change,Environmental Science,Physical Sciences,0.9902999997138977
https://openalex.org/W1481167366,https://openalex.org/T11488,Climate Change Communication and Perception,Sociology and Political Science,Social Sciences,Social Sciences,0.98089998960495
https://openalex.org/W1481167366,https://openalex.org/T11244,Climate Change and Health Impacts,"Health, Toxicology and Mutagenesis",Environmental Science,Physical Sciences,0.9556000232696533
https://openalex.org/W1481767750,https://openalex.org/T12617,"Energy, Environment, and Transportation Policies","Renewable Energy, Sustainability and the Environment",Energy,Physical Sciences,0.9987000226974487
https://openalex.org/W1481767750,https://openalex.org/T10438,"Energy, Environment, Economic Growth",Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,0.9972000122070312
https://openalex.org/W1481767750,https://openalex.org/T10471,Climate Change Policy and Economics,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,0.996999979019165
https://openalex.org/W1481935167,https://openalex.org/T12013,Sustainable Development and Environmental Policy,"Management, Monitoring, Policy and Law",Environmental Science,Physical Sciences,0.9936000108718872
https://openalex.org/W1481935167,https://openalex.org/T10898,Environmental Education and Sustainability,"Management, Monitoring, Policy and Law",Environmental Science,Physical Sciences,0.9369000196456909
https://openalex.org/W1481935167,https://openalex.org/T13765,Social Science and Policy Research,General Social Sciences,Social Sciences,Social Sciences,0.9262999892234802
https://openalex.org/W1489802847,https://openalex.org/T12617,"Energy, Environment, and Transportation Policies","Renewable Energy, Sustainability and the Environment",Energy,Physical Sciences,0.9998000264167786
https://openalex.org/W1489802847,https://openalex.org/T10435,Environmental Impact and Sustainability,Environmental Engineering,Environmental Science,Physical Sciences,0.9936000108718872
https://openalex.org/W1489802847,https://openalex.org/T12639,Global Energy and Sustainability Research,"Renewable Energy, Sustainability and the Environment",Energy,Physical Sciences,0.9889000058174133
https://openalex.org/W1493162510,https://openalex.org/T10239,Urban Planning and Governance,Urban Studies,Social Sciences,Social Sciences,0.8892999887466431
https://openalex.org/W1493162510,https://openalex.org/T12502,Urbanization and City Planning,Urban Studies,Social Sciences,Social Sciences,0.8378000259399414
https://openalex.org/W1493162510,https://openalex.org/T12147,Urban and Rural Development Challenges,Urban Studies,Social Sciences,Social Sciences,0.8256000280380249
https://openalex.org/W1497966701,https://openalex.org/T11336,Energy and Environment Impacts,Pollution,Environmental Science,Physical Sciences,0.6998000144958496
https://openalex.org/W149866997,https://openalex.org/T12639,Global Energy and Sustainability Research,"Renewable Energy, Sustainability and the Environment",Energy,Physical Sciences,0.9897000193595886
https://openalex.org/W149866997,https://openalex.org/T13240,Bioeconomy and Sustainability Development,General Agricultural and Biological Sciences,Agricultural and Biological Sciences,Life Sciences,0.9793999791145325
https://openalex.org/W149866997,https://openalex.org/T11862,"Agriculture, Land Use, Rural Development",General Agricultural and Biological Sciences,Agricultural and Biological Sciences,Life Sciences,0.9643999934196472
https://openalex.org/W1500095558,https://openalex.org/T10319,"Conservation, Biodiversity, and Resource Management",Global and Planetary Change,Environmental Science,Physical Sciences,0.9986000061035156
https://openalex.org/W1500095558,https://openalex.org/T10119,Sustainability and Climate Change Governance,Global and Planetary Change,Environmental Science,Physical Sciences,0.9733999967575073
https://openalex.org/W1500095558,https://openalex.org/T11846,Cultural Heritage Management and Preservation,Archeology,Arts and Humanities,Social Sciences,0.9606000185012817
https://openalex.org/W1503263161,https://openalex.org/T10119,Sustainability and Climate Change Governance,Global and Planetary Change,Environmental Science,Physical Sciences,0.9781000018119812
https://openalex.org/W1503263161,https://openalex.org/T10226,Land Use and Ecosystem Services,Global and Planetary Change,Environmental Science,Physical Sciences,0.9628999829292297
https://openalex.org/W1503263161,https://openalex.org/T12248,Water Governance and Infrastructure,Political Science and International Relations,Social Sciences,Social Sciences,0.9577999711036682
https://openalex.org/W1503376607,https://openalex.org/T13180,Chemistry and Chemical Engineering,Environmental Chemistry,Environmental Science,Physical Sciences,0.5974000096321106
https://openalex.org/W1503376607,https://openalex.org/T11423,Pesticide Residue Analysis and Safety,Food Science,Agricultural and Biological Sciences,Life Sciences,0.10019999742507935
https://openalex.org/W1503376607,https://openalex.org/T10180,Analytical chemistry methods development,Analytical Chemistry,Chemistry,Physical Sciences,0.0649000033736229
https://openalex.org/W1504452031,https://openalex.org/T11059,Market Dynamics and Volatility,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,0.9962999820709229
https://openalex.org/W1504452031,https://openalex.org/T11898,Economics of Agriculture and Food Markets,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,0.9552000164985657
https://openalex.org/W1504658872,https://openalex.org/T10438,"Energy, Environment, Economic Growth",Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,0.9987000226974487
https://openalex.org/W1504658872,https://openalex.org/T10471,Climate Change Policy and Economics,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,0.9854999780654907
https://openalex.org/W1504658872,https://openalex.org/T10435,Environmental Impact and Sustainability,Environmental Engineering,Environmental Science,Physical Sciences,0.9843000173568726
https://openalex.org/W1507685810,https://openalex.org/T10119,Sustainability and Climate Change Governance,Global and Planetary Change,Environmental Science,Physical Sciences,0.9945999979972839
https://openalex.org/W1507685810,https://openalex.org/T12503,Social Acceptance of Renewable Energy,Sociology and Political Science,Social Sciences,Social Sciences,0.992900013923645
https://openalex.org/W1507685810,https://openalex.org/T14389,"Innovation, Technology, and Society",Sociology and Political Science,Social Sciences,Social Sciences,0.9541000127792358
https://openalex.org/W1509968153,https://openalex.org/T11066,Organic Food and Agriculture,Plant Science,Agricultural and Biological Sciences,Life Sciences,0.9983000159263611
https://openalex.org/W1509968153,https://openalex.org/T11475,French Urban and Social Studies,Sociology and Political Science,Social Sciences,Social Sciences,0.9977999925613403
https://openalex.org/W1509968153,https://openalex.org/T13396,Agriculture and Rural Development Research,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences,0.9908000230789185
https://openalex.org/W1517924756,https://openalex.org/T10121,Building Energy and Comfort Optimization,Building and Construction,Engineering,Physical Sciences,0.9977999925613403
https://openalex.org/W1517924756,https://openalex.org/T11963,Impact of Light on Environment and Health,Global and Planetary Change,Environmental Science,Physical Sciences,0.9972000122070312
https://openalex.org/W1517924756,https://openalex.org/T11692,Noise Effects and Management,Speech and Hearing,Health Professions,Health Sciences,0.9674000144004822
https://openalex.org/W1518146043,https://openalex.org/T10747,Disaster Management and Resilience,Sociology and Political Science,Social Sciences,Social Sciences,0.9994000196456909
https://openalex.org/W1518146043,https://openalex.org/T11121,Public Relations and Crisis Communication,Communication,Social Sciences,Social Sciences,0.9818000197410583
https://openalex.org/W1518146043,https://openalex.org/T11573,Risk Perception and Management,Sociology and Political Science,Social Sciences,Social Sciences,0.9787999987602234
https://openalex.org/W1525556641,https://openalex.org/T13469,"Environmental, Ecological, and Cultural Studies",Sociology and Political Science,Social Sciences,Social Sciences,0.9769999980926514
https://openalex.org/W1525556641,https://openalex.org/T12615,Climate Change and Geoengineering,Global and Planetary Change,Environmental Science,Physical Sciences,0.958899974822998
https://openalex.org/W1525556641,https://openalex.org/T13893,Sustainable Development and Policies,"Management, Monitoring, Policy and Law",Environmental Science,Physical Sciences,0.9531999826431274
https://openalex.org/W1529603536,https://openalex.org/T14403,Educational Challenges and Innovations,Information Systems,Computer Science,Physical Sciences,0.2800000011920929
https://openalex.org/W1529603536,https://openalex.org/T10008,Teacher Education and Leadership Studies,Education,Social Sciences,Social Sciences,0.2768999934196472
https://openalex.org/W1529603536,https://openalex.org/T11715,Education and Critical Thinking Development,Education,Social Sciences,Social Sciences,0.2484000027179718
https://openalex.org/W1530485991,https://openalex.org/T11488,Climate Change Communication and Perception,Sociology and Political Science,Social Sciences,Social Sciences,0.9986000061035156
https://openalex.org/W1530485991,https://openalex.org/T11895,Social and Cultural Dynamics,Sociology and Political Science,Social Sciences,Social Sciences,0.9884999990463257
https://openalex.org/W1530485991,https://openalex.org/T10557,Social Media and Politics,Communication,Social Sciences,Social Sciences,0.9739000201225281
https://openalex.org/W1532569068,https://openalex.org/T12013,Sustainable Development and Environmental Policy,"Management, Monitoring, Policy and Law",Environmental Science,Physical Sciences,0.8880000114440918
https://openalex.org/W1532569068,https://openalex.org/T12414,Coastal and Marine Management,"Management, Monitoring, Policy and Law",Environmental Science,Physical Sciences,0.8615000247955322
https://openalex.org/W1532569068,https://openalex.org/T10226,Land Use and Ecosystem Services,Global and Planetary Change,Environmental Science,Physical Sciences,0.8396000266075134
https://openalex.org/W1535268969,https://openalex.org/T11552,"Global trade, sustainability, and social impact",Strategy and Management,"Business, Management and Accounting",Social Sciences,0.9790999889373779
https://openalex.org/W1535268969,https://openalex.org/T11066,Organic Food and Agriculture,Plant Science,Agricultural and Biological Sciences,Life Sciences,0.9613999724388123
https://openalex.org/W1535268969,https://openalex.org/T11862,"Agriculture, Land Use, Rural Development",General Agricultural and Biological Sciences,Agricultural and Biological Sciences,Life Sciences,0.9172000288963318
https://openalex.org/W1535299421,https://openalex.org/T11729,Product Development and Customization,Management of Technology and Innovation,"Business, Management and Accounting",Social Sciences,0.9987000226974487
https://openalex.org/W1535299421,https://openalex.org/T11114,Service and Product Innovation,Marketing,"Business, Management and Accounting",Social Sciences,0.9983000159263611
https://openalex.org/W1535299421,https://openalex.org/T10672,Design Education and Practice,Mechanical Engineering,Engineering,Physical Sciences,0.9887999892234802
https://openalex.org/W1540261543,https://openalex.org/T12129,Global Energy Security and Policy,General Energy,Energy,Physical Sciences,0.04089999943971634
https://openalex.org/W1544705300,https://openalex.org/T12414,Coastal and Marine Management,"Management, Monitoring, Policy and Law",Environmental Science,Physical Sciences,0.784500002861023
https://openalex.org/W1544705300,https://openalex.org/T12806,Ocean Acidification Effects and Responses,Oceanography,Earth and Planetary Sciences,Physical Sciences,0.7508000135421753
https://openalex.org/W1546954817,https://openalex.org/T12414,Coastal and Marine Management,"Management, Monitoring, Policy and Law",Environmental Science,Physical Sciences,0.9763000011444092
https://openalex.org/W1546962772,https://openalex.org/T11883,Embodied and Extended Cognition,Cognitive Neuroscience,Neuroscience,Life Sciences,0.9962999820709229
https://openalex.org/W1546962772,https://openalex.org/T11445,Origins and Evolution of Life,Astronomy and Astrophysics,Physics and Astronomy,Physical Sciences,0.9656999707221985
https://openalex.org/W1546962772,https://openalex.org/T11252,Evolutionary Game Theory and Cooperation,Sociology and Political Science,Social Sciences,Social Sciences,0.9503999948501587
https://openalex.org/W1547908879,https://openalex.org/T13741,Cross-Cultural and Social Analysis,Anthropology,Social Sciences,Social Sciences,0.9373000264167786
https://openalex.org/W1547908879,https://openalex.org/T12231,Contemporary Sociological Theory and Practice,Sociology and Political Science,Social Sciences,Social Sciences,0.9240000247955322
https://openalex.org/W1547908879,https://openalex.org/T12903,Globalization and Cultural Identity,Sociology and Political Science,Social Sciences,Social Sciences,0.9027000069618225
https://openalex.org/W1552574426,https://openalex.org/T12013,Sustainable Development and Environmental Policy,"Management, Monitoring, Policy and Law",Environmental Science,Physical Sciences,0.953000009059906
https://openalex.org/W1552574426,https://openalex.org/T13469,"Environmental, Ecological, and Cultural Studies",Sociology and Political Science,Social Sciences,Social Sciences,0.9437999725341797
https://openalex.org/W1552574426,https://openalex.org/T12253,Urban Agriculture and Sustainability,Plant Science,Agricultural and Biological Sciences,Life Sciences,0.9405999779701233
https://openalex.org/W1553905221,https://openalex.org/T13825,Economic Policies and Impacts,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,0.9933000206947327
https://openalex.org/W1553905221,https://openalex.org/T11770,Fiscal Policy and Economic Growth,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,0.9886999726295471
https://openalex.org/W1553905221,https://openalex.org/T13387,"Politics, Economics, and Education Policy",Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,0.9825000166893005
https://openalex.org/W1560509817,https://openalex.org/T12837,American Environmental and Regional History,"Management, Monitoring, Policy and Law",Environmental Science,Physical Sciences,0.995199978351593
https://openalex.org/W1560509817,https://openalex.org/T12819,Environmental Philosophy and Ethics,Nature and Landscape Conservation,Environmental Science,Physical Sciences,0.980400025844574
https://openalex.org/W1560509817,https://openalex.org/T13059,"Religion, Ecology, and Ethics",Sociology and Political Science,Social Sciences,Social Sciences,0.978600025177002
https://openalex.org/W1562678381,https://openalex.org/T12259,Environmental Justice and Health Disparities,Sociology and Political Science,Social Sciences,Social Sciences,0.9970999956130981
https://openalex.org/W1562678381,https://openalex.org/T12819,Environmental Philosophy and Ethics,Nature and Landscape Conservation,Environmental Science,Physical Sciences,0.9735000133514404
https://openalex.org/W1562678381,https://openalex.org/T12248,Water Governance and Infrastructure,Political Science and International Relations,Social Sciences,Social Sciences,0.9437000155448914
https://openalex.org/W1568830862,https://openalex.org/T12615,Climate Change and Geoengineering,Global and Planetary Change,Environmental Science,Physical Sciences,0.9905999898910522
https://openalex.org/W1568830862,https://openalex.org/T10119,Sustainability and Climate Change Governance,Global and Planetary Change,Environmental Science,Physical Sciences,0.9847000241279602
https://openalex.org/W1568830862,https://openalex.org/T12819,Environmental Philosophy and Ethics,Nature and Landscape Conservation,Environmental Science,Physical Sciences,0.9814000129699707
https://openalex.org/W1571298011,https://openalex.org/T10435,Environmental Impact and Sustainability,Environmental Engineering,Environmental Science,Physical Sciences,0.9997000098228455
https://openalex.org/W1571298011,https://openalex.org/T11091,Extraction and Separation Processes,Mechanical Engineering,Engineering,Physical Sciences,0.9911999702453613
https://openalex.org/W1571298011,https://openalex.org/T12013,Sustainable Development and Environmental Policy,"Management, Monitoring, Policy and Law",Environmental Science,Physical Sciences,0.9815000295639038
https://openalex.org/W1571921422,https://openalex.org/T13276,University-Industry-Government Innovation Models,Management of Technology and Innovation,"Business, Management and Accounting",Social Sciences,0.9333000183105469
https://openalex.org/W1572762085,https://openalex.org/T12248,Water Governance and Infrastructure,Political Science and International Relations,Social Sciences,Social Sciences,0.018200000748038292
https://openalex.org/W1572762085,https://openalex.org/T12639,Global Energy and Sustainability Research,"Renewable Energy, Sustainability and the Environment",Energy,Physical Sciences,0.017100000753998756
https://openalex.org/W1572762085,https://openalex.org/T12457,Ecocriticism and Environmental Literature,Literature and Literary Theory,Arts and Humanities,Social Sciences,0.014800000004470348
https://openalex.org/W1575950587,https://openalex.org/T12259,Environmental Justice and Health Disparities,Sociology and Political Science,Social Sciences,Social Sciences,0.9945999979972839
https://openalex.org/W1575950587,https://openalex.org/T10239,Urban Planning and Governance,Urban Studies,Social Sciences,Social Sciences,0.9729999899864197
https://openalex.org/W1575950587,https://openalex.org/T11420,Geographies of human-animal interactions,"Geography, Planning and Development",Social Sciences,Social Sciences,0.9728000164031982
https://openalex.org/W1576125181,https://openalex.org/T13469,"Environmental, Ecological, and Cultural Studies",Sociology and Political Science,Social Sciences,Social Sciences,0.9941999912261963
https://openalex.org/W1576125181,https://openalex.org/T14185,"Research, Science, and Academia",Information Systems and Management,Decision Sciences,Social Sciences,0.9789999723434448
https://openalex.org/W1576125181,https://openalex.org/T12639,Global Energy and Sustainability Research,"Renewable Energy, Sustainability and the Environment",Energy,Physical Sciences,0.9614999890327454
https://openalex.org/W1578700276,https://openalex.org/T10079,Nanoparticles: synthesis and applications,Materials Chemistry,Materials Science,Physical Sciences,0.9772999882698059
https://openalex.org/W1580172778,https://openalex.org/T10344,Management and Organizational Studies,Organizational Behavior and Human Resource Management,"Business, Management and Accounting",Social Sciences,0.9976999759674072
https://openalex.org/W1580172778,https://openalex.org/T10003,Innovation and Knowledge Management,Strategy and Management,"Business, Management and Accounting",Social Sciences,0.996999979019165
https://openalex.org/W1580172778,https://openalex.org/T13402,Business Strategy and Innovation,Strategy and Management,"Business, Management and Accounting",Social Sciences,0.9933000206947327
https://openalex.org/W1581668075,https://openalex.org/T10355,Impact of Technology on Adolescents,Sociology and Political Science,Social Sciences,Social Sciences,0.890999972820282
https://openalex.org/W1581668075,https://openalex.org/T10557,Social Media and Politics,Communication,Social Sciences,Social Sciences,0.8726000189781189
https://openalex.org/W1581668075,https://openalex.org/T12060,Child Development and Digital Technology,Education,Social Sciences,Social Sciences,0.8582000136375427
https://openalex.org/W1582370759,https://openalex.org/T10969,Water resources management and optimization,Ocean Engineering,Engineering,Physical Sciences,0.7279999852180481
https://openalex.org/W1582450268,https://openalex.org/T10551,Scheduling and Optimization Algorithms,Industrial and Manufacturing Engineering,Engineering,Physical Sciences,0.2922999858856201
https://openalex.org/W1582450268,https://openalex.org/T10763,Digital Transformation in Industry,Industrial and Manufacturing Engineering,Engineering,Physical Sciences,0.26809999346733093
https://openalex.org/W158250939,https://openalex.org/T13033,Social Sciences and Governance,Urban Studies,Social Sciences,Social Sciences,0.9735000133514404
https://openalex.org/W158250939,https://openalex.org/T11421,Labor Movements and Unions,Public Administration,Social Sciences,Social Sciences,0.9628000259399414
https://openalex.org/W158250939,https://openalex.org/T11410,Cultural Industries and Urban Development,Urban Studies,Social Sciences,Social Sciences,0.9035999774932861
https://openalex.org/W1583281968,https://openalex.org/T10898,Environmental Education and Sustainability,"Management, Monitoring, Policy and Law",Environmental Science,Physical Sciences,0.9976999759674072
https://openalex.org/W1583281968,https://openalex.org/T11488,Climate Change Communication and Perception,Sociology and Political Science,Social Sciences,Social Sciences,0.9850000143051147
https://openalex.org/W1583281968,https://openalex.org/T10072,Science Education and Pedagogy,Education,Social Sciences,Social Sciences,0.9715999960899353
https://openalex.org/W1583340810,https://openalex.org/T11488,Climate Change Communication and Perception,Sociology and Political Science,Social Sciences,Social Sciences,0.9976999759674072
https://openalex.org/W1583340810,https://openalex.org/T10119,Sustainability and Climate Change Governance,Global and Planetary Change,Environmental Science,Physical Sciences,0.9929999709129333
https://openalex.org/W1583340810,https://openalex.org/T12503,Social Acceptance of Renewable Energy,Sociology and Political Science,Social Sciences,Social Sciences,0.9923999905586243
https://openalex.org/W1588387712,https://openalex.org/T13135,"Communism, Protests, Social Movements",Sociology and Political Science,Social Sciences,Social Sciences,0.9984999895095825
https://openalex.org/W1588387712,https://openalex.org/T13802,Vietnamese History and Culture Studies,Sociology and Political Science,Social Sciences,Social Sciences,0.9739000201225281
https://openalex.org/W1588387712,https://openalex.org/T13333,American Political and Social Dynamics,History,Arts and Humanities,Social Sciences,0.9595000147819519
https://openalex.org/W159092612,https://openalex.org/T10415,International Business and FDI,Strategy and Management,"Business, Management and Accounting",Social Sciences,0.992900013923645
https://openalex.org/W159092612,https://openalex.org/T10128,Global trade and economics,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",Social Sciences,0.9864000082015991
https://openalex.org/W159092612,https://openalex.org/T12851,Firm Innovation and Growth,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,0.9613000154495239
https://openalex.org/W1591353412,https://openalex.org/T12656,"Climate Change, Adaptation, Migration",Sociology and Political Science,Social Sciences,Social Sciences,0.9476000070571899
https://openalex.org/W1591353412,https://openalex.org/T10747,Disaster Management and Resilience,Sociology and Political Science,Social Sciences,Social Sciences,0.9203000068664551
https://openalex.org/W1591353412,https://openalex.org/T10319,"Conservation, Biodiversity, and Resource Management",Global and Planetary Change,Environmental Science,Physical Sciences,0.9136999845504761
https://openalex.org/W1599612383,https://openalex.org/T11410,Cultural Industries and Urban Development,Urban Studies,Social Sciences,Social Sciences,0.9997000098228455
https://openalex.org/W1600478110,https://openalex.org/T10226,Land Use and Ecosystem Services,Global and Planetary Change,Environmental Science,Physical Sciences,0.9951000213623047
https://openalex.org/W1600478110,https://openalex.org/T11988,Sustainable Building Design and Assessment,Building and Construction,Engineering,Physical Sciences,0.994700014591217
https://openalex.org/W1600478110,https://openalex.org/T11846,Cultural Heritage Management and Preservation,Archeology,Arts and Humanities,Social Sciences,0.9674999713897705
https://openalex.org/W1602318627,https://openalex.org/T10438,"Energy, Environment, Economic Growth",Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,0.9990000128746033
https://openalex.org/W1602318627,https://openalex.org/T12617,"Energy, Environment, and Transportation Policies","Renewable Energy, Sustainability and the Environment",Energy,Physical Sciences,0.9973000288009644
https://openalex.org/W1602318627,https://openalex.org/T10435,Environmental Impact and Sustainability,Environmental Engineering,Environmental Science,Physical Sciences,0.9959999918937683
https://openalex.org/W160657664,https://openalex.org/T12961,Regional Development and Policy,Political Science and International Relations,Social Sciences,Social Sciences,0.9761000275611877
https://openalex.org/W1611708840,https://openalex.org/T10226,Land Use and Ecosystem Services,Global and Planetary Change,Environmental Science,Physical Sciences,0.9998999834060669
https://openalex.org/W1611708840,https://openalex.org/T10692,Urban Green Space and Health,"Health, Toxicology and Mutagenesis",Environmental Science,Physical Sciences,0.9966999888420105
https://openalex.org/W1611708840,https://openalex.org/T12644,Wildlife-Road Interactions and Conservation,Ecology,Environmental Science,Physical Sciences,0.9829000234603882
https://openalex.org/W1616101857,https://openalex.org/T10438,"Energy, Environment, Economic Growth",Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,0.9995999932289124
https://openalex.org/W1616101857,https://openalex.org/T10435,Environmental Impact and Sustainability,Environmental Engineering,Environmental Science,Physical Sciences,0.9990000128746033
https://openalex.org/W1616101857,https://openalex.org/T10471,Climate Change Policy and Economics,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,0.9926999807357788
https://openalex.org/W1619358528,https://openalex.org/T11810,Complex Systems and Decision Making,Management Science and Operations Research,Decision Sciences,Social Sciences,0.9617000222206116
https://openalex.org/W1619358528,https://openalex.org/T14350,"Innovation, Sustainability, Human-Machine Systems",Sociology and Political Science,Social Sciences,Social Sciences,0.9185000061988831
https://openalex.org/W1619358528,https://openalex.org/T10785,Economic Theory and Institutions,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,0.9162999987602234
https://openalex.org/W1626762580,https://openalex.org/T10435,Environmental Impact and Sustainability,Environmental Engineering,Environmental Science,Physical Sciences,0.9994000196456909
https://openalex.org/W1626762580,https://openalex.org/T10471,Climate Change Policy and Economics,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,0.9991999864578247
https://openalex.org/W1626762580,https://openalex.org/T10438,"Energy, Environment, Economic Growth",Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences,0.9976999759674072
https://openalex.org/W1637030073,https://openalex.org/T11488,Climate Change Communication and Perception,Sociology and Political Science,Social Sciences,Social Sciences,0.9998000264167786
https://openalex.org/W1637030073,https://openalex.org/T11573,Risk Perception and Management,Sociology and Political Science,Social Sciences,Social Sciences,0.9922999739646912
